lcbo_name,size-mL,container,price,critic,critic_score,unit_price,lcbo_region,lcbo_country,vintage,viv_name,viv_region,viv_country,score,num_reviews,fwscore1,fwscore2,fwscore3,fwscore4
Altos de Inurrieta,750,bottle,25.45,none,0.0,0.03393333333333333,Navarra,Spain,2015,Inurrieta Altos de Inurrieta Reserva,Navarra,Spain,3.9,1095,67,100,67,100
Luberri Biga Crianza,750,bottle,25.3,none,0.0,0.03373333333333334,Rioja,Spain,2015,Luberri Biga de Luberri Crianza,Rioja,Spain,3.7,2814,78,75,78,100
Tom of Finland OUTstanding Red Wine,750,bottle,25.3,none,0.0,0.03373333333333334,California,USA,2016,Tom of Finland Outstanding Red,California,USA,3.8,91,86,93,92,100
Castello la Leccia Chianti Classico DOCG,750,bottle,25.3,none,0.0,0.03373333333333334,,Italy,2016,Castello La Leccia Chianti Classico,Chianti Classico,Italy,3.9,983,91,97,93,100
Pomar Junction Vineyard Syrah,750,bottle,25.25,none,0.0,0.033666666666666664,California,USA,2014,Pomar Junction Syrah,Paso Robles,USA,3.9,42,82,80,82,100
Enclos des Anges,750,bottle,25.25,none,0.0,0.033666666666666664,Corsica,France,2015,Enclos des Anges Rouge,Corsica,France,3.8,249,84,100,84,100
ColleMassari Montecucco Reserva DOC,750,bottle,25.25,none,0.0,0.033666666666666664,Tuscany,Italy,2015,ColleMassari Montecucco Rosso,Montecucco,Italy,3.4,238,81,90,81,88
Airfield Estates Merlot,750,bottle,25.25,none,0.0,0.033666666666666664,Washington,USA,2015,Airfield Estates Merlot,Yakima Valley,USA,3.7,288,100,100,100,100
Groenland Shiraz Premium,750,bottle,25.25,none,0.0,0.033666666666666664,,South Africa,2016,Nature of South Africa Premium Collection Shiraz,Cape Town,South Africa,3.0,33,42,58,56,74
Manoir du Carra Brouilly Terre de Combiaty,750,bottle,25.25,none,0.0,0.033666666666666664,,France,2018,Manoir du Carra Terre de Combiaty Brouilly,Brouilly,France,3.6,299,79,79,100,100
Manoir du Carra Julienas les Boittieres,750,bottle,25.25,none,0.0,0.033666666666666664,,France,2017,Manoir du Carra Les Bottieres Juliénas,Juliénas,France,3.7,257,73,71,97,97
Dryades Dry Red,750,bottle,25.2,none,0.0,0.0336,,Greece,2013,Lantides Estate Nemea Dry Red,Continental Greece,Greece,3.7,438,55,60,55,64
Vlahiko Dry Red,750,bottle,25.2,none,0.0,0.0336,,Greece,2016,Lantides Estate Nemea Dry Red,Continental Greece,Greece,3.7,438,45,60,41,64
Guy Barge Cote du Rhone Coteaux Legende,750,bottle,25.15,none,0.0,0.03353333333333333,Rhône,France,,Les Coteaux de Légende Côtes-du-Rhône,Côtes-du-Rhône,France,3.3,20,47,49,68,77
Valdelosfrailes Prestigio DO Cigales,750,bottle,25.15,none,0.0,0.03353333333333333,,Spain,2006,Valdelosfrailes Prestigio,Cigales,Spain,3.7,367,82,100,82,100
Villa Antinori Toscana IGT,750,bottle,25.1,none,0.0,0.033466666666666665,Tuscany,Italy,,Antinori Villa Antinori Toscana Bianco,Toscana,Italy,3.8,45169,72,88,75,92
Blanville Grand Cru Elegante Red,750,bottle,25.1,none,0.0,0.033466666666666665,Midi,France,2012,Domaine La Capitaine Collection Agénor Au Fosseau Premier Grand Cru Red,La Côte,Switzerland,3.9,105,39,53,47,58
Forti del Vento Alto Red Blend Organic,750,bottle,25.1,none,0.0,0.033466666666666665,Piedmont,Italy,2018,Forti del Vento Alto Fhrà,Monferrato,Italy,3.4,64,70,84,68,91
Ciu Ciu Gotico Piceno Superiore Organic,750,bottle,25.1,none,0.0,0.033466666666666665,Marche,Italy,2015,Ciù Ciù Rosso Piceno Superiore Gotico,Rosso Piceno,Italy,3.8,3916,74,71,78,84
Dione Negroamaro Salento IGP,750,bottle,25.1,none,0.0,0.033466666666666665,Puglia,Italy,2019,Cardone Dione Negroamaro Salento,Salento,Italy,3.8,166,80,92,83,92
Chateau Lazaridi Red,750,bottle,25.05,none,0.0,0.0334,Macedonia,Greece,2016,Nico Lazaridi Château Nico Lazaridi Red,Drama,Greece,3.7,1195,64,75,66,86
Le Ginestre Dolcetto d'Alba DOC,750,bottle,25.05,none,0.0,0.0334,,Italy,2017,Le Ginestre Dolcetto d'Alba,Dolcetto d'Alba,Italy,3.5,66,93,100,93,100
Ecu Trinity,750,bottle,25.05,none,0.0,0.0334,Loire,France,2018,Domaine de l'Ecu Trinity,Vin de France,France,3.7,130,63,100,63,100
Dolce Vite Toscana IGT,750,bottle,25.05,none,0.0,0.0334,,Italy,2017,l'AnMai Iveegan Toscana Igt,Veneto,Italy,4.2,42,53,55,49,67
Creekside Laura's Red,750,bottle,25.0,WAL,90.0,0.03333333333333333,Ontario,Canada,2016,Creekside Laura's Red,Niagara Peninsula,Canada,3.7,116,100,100,100,100
Masi Costasera Amarone Classico DOC,375,bottle,25.0,none,0.0,0.06666666666666667,Veneto,Italy,,Masi Costasera Amarone della Valpolicella Classico,Amarone della Valpolicella Classico,Italy,4.3,67863,73,74,78,94
Chianti Montespertoli Riserva DOCG,750,bottle,25.0,none,0.0,0.03333333333333333,,Italy,2013,Podere dell'Anselmo Ingannamatti Chianti Montespertoli Riserva,Chianti Montespertoli,Italy,3.9,304,60,92,67,92
Creekside Iconoclast Syrah,750,bottle,25.0,WN,91.0,0.03333333333333333,Ontario,Canada,2016,Creekside Iconoclast Syrah,St. David's Bench,Canada,3.9,66,100,100,100,100
Villa Maria Cellar Selection Pinot Noir,750,bottle,25.0,WO,91.0,0.03333333333333333,Marlborough,New Zealand,2017,Villa Maria Cellar Selection Pinot Noir,Marlborough,New Zealand,3.7,5224,100,100,100,100
Vidal Reserve Syrah,750,bottle,25.0,none,0.0,0.03333333333333333,,New Zealand,2018,Vidal Reserve Syrah,Gimblett Gravels,New Zealand,3.7,424,100,100,100,100
Queenston Mile Red,750,bottle,25.0,none,0.0,0.03333333333333333,Ontario,Canada,2016,Queenston Mile Vineyard Mile Red,Niagara Peninsula,Canada,3.5,32,72,83,72,100
Esk Valley Syrah,750,bottle,25.0,none,0.0,0.03333333333333333,Hawke's Bay,New Zealand,2018,Esk Valley Syrah,Hawke's Bay,New Zealand,3.7,426,100,100,100,100
Vidal Reserve Merlot Cabernet,750,bottle,25.0,none,0.0,0.03333333333333333,Hawke's Bay,New Zealand,2017,Vidal Reserve Cabernet Sauvignon - Merlot,Hawke's Bay,New Zealand,3.5,11,63,76,85,100
Creekside Red Tractor Cabernet Franc,750,bottle,25.0,none,0.0,0.03333333333333333,Ontario,Canada,2017,Red Tractor Cabernet Franc,Creek Shores,Canada,3.6,17,84,100,84,100
Sea Sun Pinot Noir,750,bottle,25.0,none,0.0,0.03333333333333333,California,USA,2018,Sea Sun Pinot Noir,California,USA,3.8,901,100,100,100,100
Hess Select Cabernet Sauvignon,750,bottle,24.95,none,0.0,0.03326666666666667,California,USA,2017,Hess Select Cabernet Sauvignon,North Coast,USA,3.7,19958,100,100,100,100
Irony Cabernet Sauvignon,750,bottle,24.95,none,0.0,0.03326666666666667,California,USA,2017,Irony Cabernet Sauvignon,North Coast,USA,3.7,6821,100,100,100,100
Clarence Dillon Clarendelle Red,750,bottle,24.95,JS,91.0,0.03326666666666667,Bordeaux,France,2015,Clarendelle Bordeaux,Bordeaux,France,3.6,15751,51,65,55,71
Chanson Réserve du Bastion Bourgogne Pinot Noir,750,bottle,24.95,none,0.0,0.03326666666666667,Burgundy,France,,Chanson Pinot Noir Bourgogne Réserve Du Bastion,Bourgogne,France,3.7,2473,53,53,100,100
Casillero del Diablo Reserva Cabernet Sauvignon,1500,bottle,24.95,none,0.0,0.016633333333333333,,Chile,,Casillero del Diablo Reserva Privada Cabernet Sauvignon,Maipo Valley,Chile,3.8,42511,92,83,92,100
Latour Pinot Noir,750,bottle,24.95,none,0.0,0.03326666666666667,Burgundy,France,,Louis Latour Bourgogne Pinot Noir,Bourgogne,France,3.6,14080,68,71,68,100
Balbás Reserva,750,bottle,24.95,WS,90.0,0.03326666666666667,Ribera del Duero,Spain,2012,Balbas Ribera del Duero Reserva,Ribera del Duero,Spain,4.0,1228,58,71,59,70
Wakefield Jaraman Cabernet Sauvignon,750,bottle,24.95,DEC,95.0,0.03326666666666667,South Australia,Australia,2016,Taylors / Wakefield Jaraman Cabernet Sauvignon,South Australia,Australia,3.8,2518,88,100,90,100
Monte del Frà Lena di Mezzo Valpolicella Ripasso Classico Superiore,750,bottle,24.95,JS,93.0,0.03326666666666667,Veneto,Italy,2017,Monte del Frá Valpolicella Ripasso Classico Superiore Lena di Mezzo,Valpolicella Ripasso,Italy,3.9,4617,78,78,100,100
Ardal Selección Especial Reserva Tempranillo/Cabernet Sauvignon,750,bottle,24.95,WS,94.0,0.03326666666666667,Ribera del Duero,Spain,2010,Balbas Ardal Reserva Seleccion Especial,Ribera del Duero,Spain,4.0,3427,45,54,67,72
La Ferme du Mont Le Ponnant Côtes du Rhône-Villages,750,bottle,24.95,NM,90.0,0.03326666666666667,Rhône,France,2018,La Ferme du Mont Le Ponnant Côtes du Rhône Villages,Côtes-du-Rhône-Villages,France,3.8,1416,98,98,100,100
Rivera Il Falcone Riserva Castel del Monte,750,bottle,24.95,none,0.0,0.03326666666666667,Puglia,Italy,,Rivera Il Falcone Riserva Castel del Monte,Castel del Monte,Italy,3.8,6144,100,100,100,100
Paper Road Pinot Noir,750,bottle,24.95,JS,92.0,0.03326666666666667,Wairarapa,New Zealand,2018,Borthwick Paper Road Pinot Noir,Wairarapa,New Zealand,3.8,647,81,100,81,100
Recanati Cabernet Sauvignon KP,750,bottle,24.95,none,0.0,0.03326666666666667,,Israel,,Recanati Cabernet Sauvignon,Upper Galilee,Israel,3.6,1652,95,100,95,100
Château Teyssier Montagne-Saint-Émilion,750,bottle,24.95,WE,90.0,0.03326666666666667,Bordeaux,France,2016,Château Teyssier Montagne-Saint-Émilion,Montagne-Saint-Émilion,France,3.8,2954,100,100,100,100
Mazzei Ser Lapo Riserva Chianti Classico,750,bottle,24.95,JS,95.0,0.03326666666666667,Tuscany,Italy,2016,Mazzei Chianti Classico Riserva Ser Lapo,Chianti Classico,Italy,3.8,12802,57,57,100,100
Cannonball Cabernet Sauvignon,750,bottle,24.95,BL,90.0,0.03326666666666667,California,USA,2017,Cannonball Cabernet Sauvignon,California,USA,3.8,12604,100,100,100,100
Conundrum Red,750,bottle,24.95,none,0.0,0.03326666666666667,California,USA,,Conundrum Red Blend,California,USA,4.0,37606,81,100,81,100
Versado Malbec,750,bottle,24.95,WN,91.0,0.03326666666666667,Mendoza,Argentina,2015,Argentina Mendoza Malbec,,,3.7,154,58,71,53,60
Burning Kiln Strip Room VQA,750,bottle,24.95,none,0.0,0.03326666666666667,Ontario,Canada,,Burning Kiln Strip Room,Ontario,Canada,3.9,66,92,100,92,100
Château des Roques Cuvée du Château Vacqueyras,750,bottle,24.95,VIN,90.0,0.03326666666666667,Rhône,France,2014,Château des Roques Cuvée du Château Vacqueyras,Vacqueyras,France,3.8,1287,100,100,100,100
Galil Mountain Alon KP,750,bottle,24.95,none,0.0,0.03326666666666667,Galilee Heights,Israel,,Galil Mountain Winery (יקב הרי גליל) Alon,Upper Galilee,Israel,3.9,1335,60,77,62,93
Rodney Strong Knotty Vines Zinfandel,750,bottle,24.95,none,0.0,0.03326666666666667,California,USA,2014,Rodney Strong Estate Knotty Vines Zinfandel,Northern Sonoma,USA,3.8,3683,91,81,91,100
Wakefield Jaraman Shiraz,750,bottle,24.95,AWC,91.0,0.03326666666666667,South Australia,Australia,2017,Taylors / Wakefield Jaraman Chardonnay,South Australia,Australia,3.7,563,68,83,63,83
Erath Pinot Noir,750,bottle,24.95,none,0.0,0.03326666666666667,Oregon,USA,,Erath Pinot Noir,Oregon,USA,3.7,17381,100,100,100,100
Henry of Pelham Estate Cabernet/Merlot,750,bottle,24.95,WAL,88.0,0.03326666666666667,Ontario,Canada,2016,Henry of Pelham Estate Cabernet - Merlot,Short Hills Bench,Canada,3.7,79,95,92,100,100
The Tragically Hip Fully Completely Reserve Red,750,bottle,24.95,none,0.0,0.03326666666666667,Ontario,Canada,2018,Stoney Ridge Estate Winery The Tragically Hip Fully Completely Grand Reserve Red,Niagara Peninsula,Canada,3.7,383,74,87,74,100
TeHo Zaha Toko Vineyard Malbec,750,bottle,24.95,VIN,94.0,0.03326666666666667,Mendoza,Argentina,2016,Zaha Toko Vineyard Malbec,Paraje Altamira,Argentina,4.0,2839,91,100,91,100
Joel Gott,750,bottle,24.95,none,0.0,0.03326666666666667,California,USA,,Joel Gott Cabernet Sauvignon (,California,USA,3.9,52013,46,100,49,100
Xanadu DJL Cabernet Sauvignon,750,bottle,24.95,AWC,93.0,0.03326666666666667,Western Australia,Australia,2017,Yilgarnia Western Australia Cabernet Sauvignon,Western Australia,Australia,3.5,51,61,72,59,77
Viewpointe Balance Pointe Cabernet/Merlot,750,bottle,24.95,none,0.0,0.03326666666666667,Ontario,Canada,2010,Viewpointe Balance Pointe Cabernet - Merlot,Lake Erie North Shore,Canada,3.4,29,95,93,100,100
Feudo Montoni Lagnusa Nero D'Avola,750,bottle,24.95,VIN,94.0,0.03326666666666667,Sicily,Italy,2015,Feudo Montoni Vigna Lagnusa Nero d'Avola,Sicilia,Italy,3.8,2197,89,79,92,100
Pendulum Cabernet Sauvignon,750,bottle,24.95,WS,90.0,0.03326666666666667,Washington,USA,2017,Pendulum Cabernet Sauvignon,Columbia Valley,USA,3.8,2181,100,100,100,100
Errázuriz Aconcagua Costa Pinot Noir,750,bottle,24.95,GD,95.0,0.03326666666666667,Aconcagua Costa,Chile,2018,Errazuriz Aconcagua Costa Pinot Noir,Aconcagua Valley,Chile,3.7,2118,97,97,99,99
Tawse Redfoot Vineyard Gamay Noir,750,bottle,24.95,WAL,90.0,0.03326666666666667,Ontario,Canada,2016,Tawse Redfoot Vineyards Gamay Noir,Lincoln Lakeshore,Canada,0.0,0,99,97,99,99
Yering Station Village Pinot Noir,750,bottle,24.95,WF,92.0,0.03326666666666667,Victoria,Australia,2017,Yering Station Village Pinot Noir,Yarra Valley,Australia,3.7,1077,100,100,100,100
Lange Twins Estate Grown Cabernet Sauvignon,750,bottle,24.95,none,0.0,0.03326666666666667,California,USA,2016,LangeTwins Estate Grown Cabernet Sauvignon,Lodi,USA,3.7,966,99,98,87,99
Paolo Conterno Anforti,750,bottle,24.95,none,0.0,0.03326666666666667,Tuscany,Italy,2016,Paolo Conterno Anforti Toscana,Toscana,Italy,3.9,140,85,100,85,100
Clos de los Siete,750,bottle,24.95,JS,95.0,0.03326666666666667,Mendoza,Argentina,2017,Clos de los Siete Clos de Los Siete (by Michel Rolland),Mendoza,Argentina,3.9,58242,47,100,49,100
Gemtree Uncut Shiraz,750,bottle,24.95,AWC,94.0,0.03326666666666667,South Australia,Australia,2016,Gemtree Tatty Rd Shiraz,South Australia,Australia,3.5,572,74,65,74,82
ZaHa El Corte,750,bottle,24.95,TAT,94.0,0.03326666666666667,Mendoza,Argentina,2016,Zaha Toko Vineyard El Corte,Paraje Altamira,Argentina,3.9,1371,60,77,65,100
Domaine Naturaliste Discovery Syrah,750,bottle,24.95,none,0.0,0.03326666666666667,Western Australia,Australia,2017,Domaine Naturaliste Discovery Syrah,Margaret River,Australia,4.0,221,100,100,100,100
Two Hands Gnarly Dudes Shiraz,750,bottle,24.95,none,0.0,0.03326666666666667,South Australia,Australia,,Two Hands Beautiful Stranger Amarone Shiraz,South Australia,Australia,0.0,0,58,55,58,71
Masi Serego Alighieri Monte Piazzo Valpolicella Classico Superiore,750,bottle,24.95,JS,93.0,0.03326666666666667,Veneto,Italy,2016,Masi Serego Alighieri Monte Piazzo Valpolicella Classico Superiore,Valpolicella,Italy,3.8,2206,100,100,100,100
Guado al Tasso Il Bruciato,750,bottle,24.95,RP,92.0,0.03326666666666667,Tuscany,Italy,2018,Antinori Tenuta Guado al Tasso Il Bruciato Bolgheri,Bolgheri,Italy,4.0,56360,68,100,68,100
Rustenberg John X Merriman,750,bottle,24.95,TAT,93.0,0.03326666666666667,Simonsberg-Stellenbosch,South Africa,2016,Rustenberg John X Merriman,Stellenbosch,South Africa,4.0,10506,100,100,100,100
Elderton Barossa Shiraz,750,bottle,24.95,WO,94.0,0.03326666666666667,South Australia,Australia,2017,Elderton The Ashmead Family Shiraz,Barossa,Australia,3.9,3257,63,57,67,79
Rocca delle Macìe Famiglia Zingarelli Riserva Chianti Classico,750,bottle,24.95,WAL,90.0,0.03326666666666667,Tuscany,Italy,2017,Rocca delle Macìe Famiglia Zingarelli Chianti Classico Riserva,Chianti Classico,Italy,3.8,6294,87,87,100,100
Barone Ricasoli Rocca Guicciarda Riserva Chianti Classico,750,bottle,24.95,JS,92.0,0.03326666666666667,Tuscany,Italy,2017,Ricasoli Rocca Guicciarda Chianti Classico Riserva,Chianti Classico,Italy,3.7,14354,79,84,93,100
J. Lohr South Ridge Syrah,750,bottle,24.95,none,0.0,0.03326666666666667,California,USA,2017,J. Lohr Estates South Ridge Syrah,Paso Robles,USA,3.8,4417,86,72,86,100
Di Majo Norante Contado Riserva Aglianico del Molise,750,bottle,24.95,GR,3.0,0.03326666666666667,Molise,Italy,2014,Di Majo Norante Aglianico Riserva Contado,Molise,Italy,3.7,4822,65,71,88,100
Castoro Cellars Estate Grown Zinfandel,750,bottle,24.95,WE,91.0,0.03326666666666667,California,USA,2016,missed,missed,missed,0.0,0,18,33,18,18
Montes Alpha Special Cuvée Cabernet Sauvignon,750,bottle,24.95,JS,94.0,0.03326666666666667,Colchagua Valley,Chile,2015,Montes Alpha Special Cuvée Cabernet Sauvignon,Colchagua Valley,Chile,4.0,2075,100,100,100,100
Vasse Felix Filius Cabernet Sauvignon,750,bottle,24.95,none,0.0,0.03326666666666667,Western Australia,Australia,2018,Byron & Harold Felix Exitus Cabernet Sauvignon,Western Australia,Australia,3.3,21,72,81,64,79
Cave de Roquebrun Roches Noires,750,bottle,24.95,DWWA,90.0,0.03326666666666667,Languedoc,France,2017,Roux Père & Fils Côte de Beaune Villages Roches Noires,Côte de Beaune Villages,France,4.1,24,54,61,59,68
Il Palagio Message in a Bottle,750,bottle,24.95,JS,93.0,0.03326666666666667,Tuscany,Italy,2016,Tenuta Il Palagio Message in a Bottle Rosso,Toscana,Italy,3.8,2756,82,100,82,100
Famille Perrin Les Christins Vacqueyras,750,bottle,24.95,VIN,92.0,0.03326666666666667,Rhône,France,2017,Famille Perrin Les Christins Vacqueyras,Vacqueyras,France,3.8,2810,100,100,100,100
Jules Taylor Pinot Noir,750,bottle,24.95,WO,93.0,0.03326666666666667,Marlborough,New Zealand,2018,New Zealand Pinot Noir Marlborough,Marlborough,New Zealand,3.5,26,53,65,56,61
Château du Chatelard Cuvée Les Roches Morgon,750,bottle,24.95,WE,93.0,0.03326666666666667,Beaujolais,France,2017,Château du Chatelard Cuvée Les Roches Morgon,Morgon,France,3.7,277,100,100,100,100
Donnachiara Irpinia Aglianico,750,bottle,24.95,JS,94.0,0.03326666666666667,Campania,Italy,2017,Donnachiara Irpinia Aglianico,Irpinia,Italy,3.7,1328,100,100,100,100
Cosentino Cigar Cabernet Sauvignon,750,bottle,24.95,WAL,90.0,0.03326666666666667,Washington,USA,2016,Cosentino Cigar Cabernet Sauvignon,Columbia Valley,USA,3.7,125,100,100,100,100
Sons of Eden Kennedy Grenache/Shiraz/Mourvèdre,750,bottle,24.95,AWC,94.0,0.03326666666666667,South Australia,Australia,2016,Sons of Eden Kennedy Grenache - Shiraz - Mourvedre,Barossa Valley,Australia,3.9,1134,90,87,99,99
LAN Reserva,750,bottle,24.95,WS,91.0,0.03326666666666667,Rioja,Spain,2012,Lan Reserva Rioja,Rioja,Spain,3.8,21082,64,82,79,100
Bodega Fin del Mundo Neuquén Gran Reserva,750,bottle,24.95,JS,91.0,0.03326666666666667,Patagonia,Argentina,2015,Bodega del Fin del Mundo Gran Reserva,Patagonia,Argentina,3.9,5253,85,78,86,100
Canonica a Cerreto Riserva Chianti Classico,750,bottle,24.95,VIN,92.0,0.03326666666666667,Tuscany,Italy,2013,Canonica a Cerreto Riserva Chianti Classico,Chianti Classico,Italy,3.9,616,100,100,100,100
Stéphane Aviron Vieilles Vignes Moulin-à-Vent,750,bottle,24.95,none,0.0,0.03326666666666667,Beaujolais,France,2018,Stéphane Aviron Vieilles Vignes Moulin à Vent,Moulin-à-Vent,France,3.7,557,96,96,100,100
Ambrogio e Giovanni Folonari Nozzole Chianti Classico Riserva,750,bottle,24.95,JS,94.0,0.03326666666666667,Tuscany,Italy,2015,Tenuta di Nozzole Chianti Classico Riserva,Chianti Classico,Italy,3.8,4403,72,86,66,86
Elderton Cabernet Sauvignon,750,bottle,24.95,none,0.0,0.03326666666666667,South Australia,Australia,2018,Elderton E Series Shiraz - Cabernet Sauvignon,South Australia,Australia,3.6,1469,75,74,77,100
Esk Valley Pinot Noir,750,bottle,24.95,none,0.0,0.03326666666666667,Marlborough,New Zealand,2017,New Zealand Pinot Noir Marlborough,Marlborough,New Zealand,3.5,26,51,67,55,65
Viñalba Gran Reserva Malbec,750,bottle,24.95,DWWA,97.0,0.03326666666666667,Mendoza,Argentina,2015,Viñalba Gran Reserva Malbec,Mendoza,Argentina,3.8,1661,100,100,100,100
Tenuta Perano Chianti Classico,750,bottle,24.95,JS,93.0,0.03326666666666667,Tuscany,Italy,2016,Tenuta Perano Chianti Classico,Chianti Classico,Italy,3.8,2042,100,100,100,100
Simonsig Labyrinth Cabernet Sauvignon,750,bottle,24.95,none,0.0,0.03326666666666667,Stellenbosch,South Africa,2017,Simonsig Labyrinth Cabernet Sauvignon,Stellenbosch,South Africa,3.7,1586,100,100,100,100
Ridgepoint Pinot Noir,750,bottle,24.95,none,0.0,0.03326666666666667,Ontario,Canada,2012,Ridgepoint Wines Pinot Noir,Twenty Mile Bench,Canada,3.7,54,88,71,88,100
Rustenberg Kloof Syrah,750,bottle,24.95,none,0.0,0.03326666666666667,,South Africa,2016,Rustenberg Buzzard Kloof Syrah,Stellenbosch,South Africa,4.0,1332,85,64,85,100
La Nit de les Garnatxes,750,bottle,24.95,JS,92.0,0.03326666666666667,Tarragona,Spain,2016,Capçanes La Nit de Les Garnatxes Llicorella,Montsant,Spain,3.9,620,67,96,71,100
Renato Ratti Ochetti Nebbiolo,750,bottle,24.95,JS,92.0,0.03326666666666667,Piedmont,Italy,2017,Renato Ratti Ochetti Nebbiolo,Langhe,Italy,3.9,7469,100,100,100,100
Artezin Old Vine Zinfandel,750,bottle,24.95,WS,89.0,0.03326666666666667,California,USA,2017,Artezin Old Vine Zinfandel,Mendocino County,USA,3.8,2028,100,100,100,100
Hugh Hamilton The Ratbag Merlot,750,bottle,24.95,AWC,91.0,0.03326666666666667,South Australia,Australia,2016,The Journeyman South Australia Merlot,South Australia,Australia,3.8,16,47,48,50,53
Ruffino Lodola Nuova Vino Nobile di Montepulciano,750,bottle,24.95,none,0.0,0.03326666666666667,Tuscany,Italy,2015,Ruffino Tenuta Lodola Nuova Vino Nobile di Montepulciano,Vino Nobile di Montepulciano,Italy,3.7,6261,93,88,93,100
Vidal Reserve Pinot Noir,750,bottle,24.95,none,0.0,0.03326666666666667,Marlborough,New Zealand,,New Zealand Pinot Noir Marlborough,Marlborough,New Zealand,3.5,26,45,54,48,59
Hãhã Pinot Noir,750,bottle,24.95,WO,90.0,0.03326666666666667,Marlborough,New Zealand,2018,New Zealand Pinot Noir Marlborough,Marlborough,New Zealand,3.5,26,45,73,51,87
Trentham Estate Reserve Pinot Noir,750,bottle,24.95,AWC,93.0,0.03326666666666667,Tasmania,Australia,2015,Chartley Estate Reserve Pinot Noir,Tasmania,Australia,4.0,13,82,82,74,85
Murphy-Goode Cabernet Sauvignon,750,bottle,24.95,none,0.0,0.03326666666666667,California,USA,2017,Murphy-Goode Cabernet Sauvignon,California,USA,3.7,8262,100,100,100,100
