name,region,size-mL,container,price,critic,critic_score
Marchesi Mazzei Belguardo Tirrenico 2016,"Tuscany, Italy",750,bottle,29.95,JS,94
Trecciano I Campacci 2016,"Tuscany, Italy",750,bottle,29.95,WS,93
Craggy Range Te Kahu Cabernet/Merlot/Cabernet Franc 2016,"Hawke's Bay, New Zealand",750,bottle,29.95,WF,94
Bleasdale Frank Potts 2016,"South Australia, Australia",750,bottle,29.95,AWC,96
Donnafugata Floramundi Cerasuolo di Vittoria 2017,"Sicily, Italy",750,bottle,29.95,DEC,94
Cecchi Riserva di Famiglia Chianti Classico 2015,"Tuscany, Italy",750,bottle,29.95,JS,93
Reyneke Syrah 2017,"Stellenbosch, South Africa",750,bottle,29.95,TAT,93
Mosquita Muerta Sapo de Otro Pozo Malbec/Syrah/Cabernet Franc 2016,"Mendoza, Argentina",750,bottle,29.95,RP,93
M. Chapoutier Petite Ruche Crozes-Hermitage 2017,"Rhône, France",750,bottle,29.95,JS,90
Morambro Creek Cabernet Sauvignon 2015,"South Australia, Australia",750,bottle,29.95,AWC,95
Companhia das Lezirias Tyto Alba Touriga Nacional 2016,"Alentejo, Portugal",750,bottle,29.95,WE,92
Nautilus Southern Valleys Pinot Noir 2016,"Marlborough, New Zealand",750,bottle,29.95,JS,93
Majella Cabernet Sauvignon 2016,"South Australia, Australia",750,bottle,29.95,AWC,96
Sella & Mosca Tanca Farrà 2015,"Sardinia, Italy",750,bottle,29.95,JS,90
AA Parvus Syrah 2017,Spain,750,bottle,29.95,none,0
Valdipiatta Vino Nobile di Montepulciano 2016,"Tuscany, Italy",750,bottle,29.95,WE,92
Estampa Gold Cabernet Sauvignon 2016,"Colchagua Valley, Chile",750,bottle,29.95,DWWA,94
Teran Coronica 2016,Croatia,750,bottle,29.95,none,0
Sartori Ripasso Valpolicella Superiore 2015,"Veneto, Italy",750,bottle,29.95,none,0
Companhia das Quintas Uniqo Reserva 2014,"Douro, Portugal",750,bottle,29.95,WE,92
Kozlovic Teran 2018,Croatia,750,bottle,29.95,none,0
Sileni Plateau Grand Reserve Pinot Noir 2018,"Hawke's Bay, New Zealand",750,bottle,29.95,RP,90
Cesari Jèma Corvina 2015,"Veneto, Italy",750,bottle,29.95,LM,93
Machine Breaker We the People Pinot Noir 2014,"Oregon, USA",750,bottle,29.95,none,0
Domaine du Chêne Saint-Joseph 2017,"Rhône, France",750,bottle,29.95,RP,89
Leeuwin Siblings Shiraz 2017,"Western Australia, Australia",750,bottle,29.95,JS,91
Palatine Hills Wild and Free Cabernet Sauvignon 2017,"Ontario, Canada",750,bottle,29.95,none,0
Luke Cabernet Sauvignon 2017,"Washington, USA",750,bottle,29.95,WS,92
Marietta Román Estate Grown Zinfandel/Petite Sirah/Barbera,USA,750,bottle,29.95,none,0
Millton Crazy by Nature Cosmo Red 2017,New Zealand,750,bottle,29.95,none,0
Seghesio Defiant,USA,750,bottle,29.95,none,0
Iris Vineyards Pinot Noir,USA,750,bottle,29.95,none,0
Odfjell Winemaker's Travesy Carignan/Malbec/Syrah,Chile,750,bottle,29.95,none,0
Zorzal Eggo Franco Cabernet Franc,Argentina,750,bottle,29.95,none,0
Tinpot Hut Syrah 2013,New Zealand,750,bottle,29.9,none,0
Meler Reserva 2012,Spain,750,bottle,29.9,none,0
Dowie Doole G & T,Australia,750,bottle,29.9,none,0
Villa Maria Cellar Selection Syrah 2017,New Zealand,750,bottle,29.9,none,0
Ramon Cardova Rioja Kosher 2017,"Rioja, Spain",750,bottle,29.9,none,0
Thornbury Pinot Noir 2019,New Zealand,750,bottle,29.9,none,0
Dowie Doole Shiraz 2016,"South Australia, Australia",750,bottle,29.9,none,0
Cortes de Cima Syrah 2016,"Alentejo, Portugal",750,bottle,29.85,none,0
Benvenuti Caldierosso 2017,Croatia,750,bottle,29.85,none,0
Damjanic Borgonja 2018,Croatia,750,bottle,29.85,none,0
Vive Pinotage 2014,South Africa,750,bottle,29.8,none,0
Saxenburg Private Collection Merlot 2011,"Stellenbosch, South Africa",750,bottle,29.8,none,0
Roncier Red Magnum,France,1500,bottle,29.8,none,0
Elvi Wines Herenza Crian 2014,"Rioja, Spain",750,bottle,29.8,none,0
L'Éclat de Tour de Pez 2014,"Bordeaux, France",750,bottle,29.75,none,0
Juniper Estate Cabernet Sauvignon 2010,"Western Australia, Australia",750,bottle,29.75,AWC,94
Bull Paddock Vineyard 2018,New Zealand,750,bottle,29.75,none,0
Pittnauer Red Pitt Organic 2016,Austria,750,bottle,29.75,none,0
Hilvan Crianza DO Rioja 2015,"Ribera del Duero, Spain",750,bottle,29.7,none,0
Bron Ruseval Sangiovese Cabernet 2014,Italy,750,bottle,29.7,none,0
Spier Creative Block 5 2016,South Africa,750,bottle,29.65,none,0
Hobo Folk Machine Parts & Labor 2018,"California, USA",750,bottle,29.65,none,0
David Large Gamayhameha 2019,"Burgundy, France",750,bottle,29.65,none,0
Domaine Bel Avenir Morgon,"Burgundy, France",750,bottle,29.6,none,0
Post House Penny Black 2014,South Africa,750,bottle,29.5,none,0
Berta Paolo Barbera D'Asti Superiore Valbeccara 2017,"Piedmont, Italy",750,bottle,29.5,none,0
Dona Santana 2010,"Dão, Portugal",750,bottle,29.45,none,0
La Madre Premium Vermouth,Spain,750,bottle,29.45,none,0
Martin Berdugo Crianza 2014,Spain,750,bottle,29.45,none,0
Montesecondo 2019,Italy,750,bottle,29.45,none,0
Clos LaChance Estate Meritage 2017,"California, USA",750,bottle,29.45,none,0
Segal's Special Reserve Cabernet Sauvignon KPM,"Galilee, Israel",750,bottle,29.4,none,0
Livio Felluga Vertigo Rosso delle Venezie 2016,"Venezie, Italy",750,bottle,29.4,none,0
Tement Sudsteiermark Zweigelt 2013,Austria,750,bottle,29.4,none,0
Le Fleurie de Vicky 2016,France,750,bottle,29.35,none,0
Francos Grande Escolha 2015,Portugal,750,bottle,29.3,none,0
Brass Tacks Cabernet Sauvignon 2012,"California, USA",750,bottle,29.25,none,0
Valpantena Amarone della Valpolicella 2015,"Veneto, Italy",750,bottle,29.25,none,0
Ten Sisters Pinot Noir 2016,New Zealand,750,bottle,29.25,none,0
Ravel & Stitch Cabernet Sauvignon 2017,"California, USA",750,bottle,29.25,none,0
Barberani Foresco Umbria IGT 2017,"Umbria, Italy",750,bottle,29.25,none,0
Theopetra Estate Red Blend 2017,Greece,750,bottle,29.25,none,0
Norman Hardie County Cabernet Franc 2016,"Ontario, Canada",750,bottle,29.2,none,0
Norman Hardie Niagara Cabernet Franc 2016,"Ontario, Canada",750,bottle,29.2,WAL,91
Serra Brava Colheita Seleccionada 2016,"Setubal, Portugal",750,bottle,29.1,none,0
Polluce Calabria Rosso 2018,"Calabria, Italy",750,bottle,29.1,none,0
Quintessence Red 2017,"Rhône, France",750,bottle,29.1,none,0
Zion Reserve Cabernet Sauvignon,Israel,750,bottle,29.05,none,0
Château Coufran 2017,"Bordeaux, France",750,bottle,29.0,WE,90
Corte Pavone Rosso di Montalcino 2017,"Tuscany, Italy",750,bottle,29.0,WE,91
Fontanafredda Barolo DOCG,"Piedmont, Italy",750,bottle,28.95,none,0
Ruffino Chianti,"Tuscany, Italy",1500,bottle,28.95,none,0
Michael David Petite Petit 2018,"California, USA",750,bottle,28.95,none,0
Tawse Growers Blend Cabernet Franc 2017,"Ontario, Canada",750,bottle,28.95,none,0
Sperling Vineyards Pinot Noir 2018,"British Columbia, Canada",750,bottle,28.95,none,0
Masi Grandarella Refosco 2015,"Venezie, Italy",750,bottle,28.95,WAL,90
Elephant Hill Merlot/Cabernet/Malbec 2016,"Hawke's Bay, New Zealand",750,bottle,28.95,WO,94
Pirramimma Petit Verdot 2016,"South Australia, Australia",750,bottle,28.95,none,0
Banfi Poggio alle Mura Rosso di Montalcino 2017,"Tuscany, Italy",750,bottle,28.95,DWWA,91
RIGLOS Gran Cabernet Sauvignon 2015,"Mendoza, Argentina",750,bottle,28.95,TAT,93
Teusner Joshua 2018,"South Australia, Australia",750,bottle,28.95,AWC,94
Domaine Mazilly Père & Fils Clos du Bois Prévot Bourgogne Hautes-Côtes de Beaune 2017,"Burgundy, France",750,bottle,28.95,none,0
Castellare di Castellina Chianti Classico 2017,"Tuscany, Italy",750,bottle,28.95,WS,94
Mohua Central Otago Pinot Noir 2017,"Central Otago, New Zealand",750,bottle,28.95,IWSC,91
Secret de Famille Bourgogne Côte d'Or Pinot Noir 2018,"Burgundy, France",750,bottle,28.95,none,0
Dashwood Pinot Noir 2013,"Marlborough, New Zealand",750,bottle,28.95,WE,90
Kenwood Six Ridges Cabernet Sauvignon 2017,"California, USA",750,bottle,28.95,none,0
Château Belle Assise Coureau 2014,"Bordeaux, France",750,bottle,28.95,JS,92
Forgeron Cellars Blacksmith Rouge GSM 2017,"Washington, USA",750,bottle,28.95,JS,91
Paul Jaboulet Aîné Les Cypres Vacqueyras 2016,"Rhône, France",750,bottle,28.95,RP,90
Mosquita Muerta Malbec 2016,"Mendoza, Argentina",750,bottle,28.95,RP,94
One Stone Cabernet Sauvignon,USA,750,bottle,28.95,none,0
Chianti Classico Le Fioraie 2013,Italy,750,bottle,28.9,none,0
Paitin Dolcetto D'Alba 2018,"Piedmont, Italy",750,bottle,28.85,none,0
Anatolikos 2006,"Peloponnese, Greece",500,bottle,28.8,none,0
Poseidon 2019,"Campania, Italy",750,bottle,28.8,none,0
Granatum 2017,"Campania, Italy",750,bottle,28.8,none,0
Turtle Red 2018,Greece,750,bottle,28.8,none,0
Voyager Shiraz 2013,"Western Australia, Australia",750,bottle,28.75,AWC,95
Azienda Agraria Campanella Reo Superb 2010,"Umbria, Italy",750,bottle,28.65,none,0
Cantarutti Pinot Nero DOP Friuli Colli Orientali 2012,"Friuli, Italy",750,bottle,28.6,none,0
Fleurs Des Champs Le Fleurie De Vicky 2018,France,750,bottle,28.6,none,0
Monella Douro Red 2017,Portugal,750,bottle,28.5,none,0
Aldonza Classico 2007,"Almansa, Spain",750,bottle,28.45,none,0
August Kesseler The Daily Pinot Noir 2016,"Rhine, Germany",750,bottle,28.45,none,0
Manoir du Carra Fleurie Vers le Mont 2016,France,750,bottle,28.4,none,0
1000 Nights Syrah Sterea Ellada 2014,Greece,750,bottle,28.35,none,0
Twenty Twelve Organic Red 2016,"Mallorca, Spain",750,bottle,28.25,none,0
Henry Of Pelham Speck Family Reserve Pinot Noir 2016,"Ontario, Canada",750,bottle,28.25,WN,92
Wildbacher Colli Trevigiani IGP 2016,Italy,750,bottle,28.25,none,0
Terra a Terra 2014,"Douro, Portugal",750,bottle,28.25,none,0
Filinona Elero DOC 2012,"Sicily, Italy",750,bottle,28.2,none,0
Nuaré Livio Felluga IGT Rosso 2015,Italy,750,bottle,28.2,none,0
Bodegas Comenge Fuentes Comenge 2016,"Ribera del Duero, Spain",750,bottle,28.2,none,0
Palladino Barbera D'Alba DOCG 2017,Italy,750,bottle,28.2,none,0
Hewitson Minimal Intervention Tempranillo 2015,Australia,750,bottle,28.15,none,0
Château du Retout Haut-Médoc Cru Bourgeois 2015,"Bordeaux, France",750,bottle,28.15,none,0
Niepoort Conciso Tinto Dao 2015,"Dão, Portugal",750,bottle,28.15,none,0
Vinatigo Listan Negro 2019,Spain,750,bottle,28.15,none,0
Tondaia Toscana Rosso IGT 2012,Italy,750,bottle,28.1,none,0
Monte do Pintor Red 2017,"Alentejo, Portugal",750,bottle,28.05,none,0
Vineland Estates Elevation Cabernet 2014,"Ontario, Canada",750,bottle,28.0,WAL,91
Carlo Rossi California Red,USA,3000,bottle,28.0,none,0
Wild & Inspired Wild Ferment Cuvée Wismer Vineyard Pinot Noir 2016,"Ontario, Canada",750,bottle,28.0,WAL,90
Château de la Terrière Cuvée Jules du Souzy Brouilly 2016,"Beaujolais, France",750,bottle,28.0,JS,93
Domaine Bonnard Sancerre Red 2016,"Loire, France",750,bottle,27.95,none,0
Umberto Cesari Liano Sangiovese/Cabernet Sauvignon 2017,"Emilia-Romagna, Italy",750,bottle,27.95,JS,90
Rodney Strong Sonoma County Cabernet Sauvignon,"California, USA",750,bottle,27.95,none,0
A to Z Wineworks Pinot Noir,"Oregon, USA",750,bottle,27.95,none,0
Weingut Ravensburg Pinot Noir 2015,"Baden, Germany",750,bottle,27.95,none,0
Château des Landes Cuvée Prestige 2015,"Bordeaux, France",750,bottle,27.95,JD,92
Château Magnol 2016,"Bordeaux, France",750,bottle,27.95,JS,91
Cuddy by Tawse Cabernet/Merlot 2015,"Ontario, Canada",750,bottle,27.95,WAL,90
Pedroncelli Mother Clone Zinfandel 2017,"California, USA",750,bottle,27.95,none,0
Zenato Ripassa Valpolicella Superiore,"Veneto, Italy",750,bottle,27.95,none,0
Château Blaignan 2014,"Bordeaux, France",750,bottle,27.95,JS,90
Jackson Estate Vintage Widow Pinot Noir 2015,"Marlborough, New Zealand",750,bottle,27.95,WO,94
Boina Red 2016,"Douro, Portugal",750,bottle,27.95,none,0
Bonanza Cabernet Sauvignon,"California, USA",750,bottle,27.95,none,0
Domaine Queylus Tradition Cabernet Franc 2016,"Ontario, Canada",750,bottle,27.95,WN,91
Château de Gaudou Renaissance Cahors 2015,"Southwest, France",750,bottle,27.95,none,0
Ontanon Antologia Crianza 2015,"Rioja, Spain",750,bottle,27.95,none,0
La Coste Premiere Cuvee Rouge Organic 2016,"Provence, France",750,bottle,27.95,none,0
Southbrook Triomphe Merlot 2017,"Ontario, Canada",750,bottle,27.95,none,0
Culmina R&D Red Blend 2016,"British Columbia, Canada",750,bottle,27.95,WAL,90
Fleur de California Pinot Noir 2016,"California, USA",750,bottle,27.95,none,0
Gigal Merlot KP,"Galilee, Israel",750,bottle,27.95,none,0
Bordón Gran Reserva 2009,"Rioja, Spain",750,bottle,27.95,WS,92
Flagstone Music Room Cabernet Sauvignon 2016,"Western Cape, South Africa",750,bottle,27.95,PLAT,4
Chateau de Gueyze AOC Buzet 2016,France,750,bottle,27.95,none,0
Dutschke GHR Neighbours Shiraz 2017,"South Australia, Australia",750,bottle,27.95,JS,92
Laura Hartwig Edición de Familia 2017,"Colchagua Valley, Chile",750,bottle,27.95,JS,94
Armas Karmrahyut 2014,Armenia,750,bottle,27.95,none,0
Coelho Atracao Pinot Noir 2017,"Oregon, USA",750,bottle,27.95,JS,91
Château Bellevue Figeac 2014,"Bordeaux, France",750,bottle,27.95,none,0
Daou Pessimist 2017,"California, USA",750,bottle,27.95,WE,92
Cantina del Nebbiolo Barbaresco 2012,"Piedmont, Italy",750,bottle,27.95,WE,91
Andes Plateau Cota 500 Syrah 2018,"Cachapoal Valley, Chile",750,bottle,27.95,RP,91
Aphros Vinhao Red Vinho Verde 2018,"Vinho Verde, Portugal",750,bottle,27.9,none,0
JF Coquard Morgon Les Charmes 2017,"Burgundy, France",750,bottle,27.85,none,0
Fragospito Red 2014,"Crete, Greece",750,bottle,27.8,none,0
Clot de L'Oum Genuino Clandestino 2018,"Roussillon, France",750,bottle,27.8,none,0
Inopia Côtes du Rhône-Villages 2015,"Rhône, France",750,bottle,27.75,none,0
Southbrook Saunders Family Vineyard Cabernet Franc 2017,"Ontario, Canada",750,bottle,27.75,none,0
Wild & Inspired Wild Ferment Cabernet Franc 2016,"Ontario, Canada",750,bottle,27.75,WAL,91
Benito Santos Ribeira Sacra 2018,Spain,750,bottle,27.75,none,0
Marques De Riscal Rioja Reserva,"Rioja, Spain",750,bottle,27.7,none,0
Maison Noire Syrah 2015,New Zealand,750,bottle,27.7,none,0
Maison Noire Cabernet Merlot 2016,New Zealand,750,bottle,27.7,none,0
Lanciola Chianti Classico Le Masse di Greve 2015,Italy,750,bottle,27.65,none,0
Maison Noire Cabernet Franc 2015,New Zealand,750,bottle,27.65,none,0
Pierpaolo Pecorari Merlot Friuli 2016,"Friuli, Italy",750,bottle,27.6,none,0
Pierpaolo Pecorari Refosco Friuli 2016,"Friuli, Italy",750,bottle,27.6,none,0
Falcoaria Classico Red 2015,Portugal,750,bottle,27.6,none,0
Rolet Arbois Rouge Poulsard 2016,"Jura, France",750,bottle,27.6,none,0
Heinrich Blaufrankisch Burgenland 2017,Austria,750,bottle,27.55,none,0
Clos San Quilico Rouge 2016,France,750,bottle,27.5,none,0
Colli Berici Cabernet DOC 2011,"Veneto, Italy",750,bottle,27.45,none,0
Barbera D'Asti La Maestra DOCG 2016,"Piedmont, Italy",750,bottle,27.4,none,0
Grand Nicolet Rasteau VV 2015,"Rhône, France",750,bottle,27.4,none,0
Duseigneur Odyssee Cotes du Rhone 2013,"Rhône, France",750,bottle,27.35,none,0
Bodega Joaquin Fernandez Hacienda Vizcondesa 2016,"Málaga, Spain",750,bottle,27.35,none,0
Grey Elk Shiraz 2014,Australia,750,bottle,27.35,none,0
Da Dina Aguiar Red Reserva 2011,"Douro, Portugal",750,bottle,27.35,none,0
Il Palagio Di Piccini Monia Chianti Classico DOCG 2016,"Lombardy, Italy",750,bottle,27.35,none,0
Waywood Wines Quattro Vini 2015,"South Australia, Australia",750,bottle,27.3,none,0
Graceland Shiraz 2017,South Africa,750,bottle,27.3,none,0
Busto Reserva Red 2016,"Douro, Portugal",750,bottle,27.3,none,0
Erasmus Shiraz 2017,"Swartland, South Africa",750,bottle,27.25,none,0
Diora Petite Grace Pinot Noir 2018,"California, USA",750,bottle,27.25,none,0
RedHeads R'Dotto Royale 2017,Australia,750,bottle,27.2,none,0
Lacrau Reserva Red 2015,"Douro, Portugal",750,bottle,27.2,none,0
Longview Fresco 2019,"South Australia, Australia",750,bottle,27.15,none,0
Lou Miranda Leone Cabernet Sauvignon 2015,"South Australia, Australia",750,bottle,27.1,none,0
Ruche DOCG Tradizione 2018,"Piedmont, Italy",750,bottle,27.1,none,0
Miriar 2015,"Jumilla, Spain",750,bottle,27.1,none,0
Poggilarca Carmignano DOCG 2016,Italy,750,bottle,27.1,none,0
Lou Miranda Leone Shiraz 2015,"South Australia, Australia",750,bottle,27.05,none,0
Azienda Agricola D'Uva Angelo Rosso del Molise DOC 2015,"Molise, Italy",750,bottle,27.05,none,0
Calmel & Joseph Caramany AOP Côtes du Roussillon Villages 2014,France,750,bottle,27.05,none,0
Château Fourcas Dupré 2017,"Bordeaux, France",750,bottle,27.0,WE,92
Château Beaumont 2017,"Bordeaux, France",750,bottle,27.0,none,0
Dalton Safsufa Vineyards Cabernet Sauvignon KPM,"Galilee, Israel",750,bottle,26.95,none,0
Cloudline Pinot Noir 2018,"Oregon, USA",750,bottle,26.95,none,0
Louis Jadot Bourgogne Pinot Noir,"Burgundy, France",750,bottle,26.95,none,0
Casa-Dea Reserve Cabernet Franc 2015,"Ontario, Canada",750,bottle,26.95,none,0
Primarius Pinot Noir 2017,"Oregon, USA",750,bottle,26.95,JS,91
Chateau Ste. Michelle Indian Wells Merlot 2016,"Washington, USA",750,bottle,26.95,WS,89
Craftwork Pinot Noir 2016,"California, USA",750,bottle,26.95,none,0
Domaine des Rosiers Moulin-à-Vent 2017,"Beaujolais, France",750,bottle,26.95,JS,93
Klinker Brick Cabernet Sauvignon 2016,"California, USA",750,bottle,26.95,WE,91
Esporão Reserva Red,"Alentejo, Portugal",750,bottle,26.95,none,0
Château du Breuil 2014,"Bordeaux, France",750,bottle,26.95,WE,92
Morandé Adventure Vigno Vignadores Old Vines Dry-Farmed Carignan 2016,"Maule Valley, Chile",750,bottle,26.95,JS,94
M. Chapoutier Bila-Haut Occultum Lapidem 2017,"Roussillon, France",750,bottle,26.95,RP,91
Cline Ancient Vines Zinfandel 2017,"California, USA",750,bottle,26.95,WE,89
Château de Nages JT 2016,"Rhône, France",750,bottle,26.95,JD,92
Masi Oro Brolo Campofiorin 2016,"Veneto, Italy",750,bottle,26.95,none,0
Costa Lazaridi Amethystos Red 2017,"Drama, Greece",750,bottle,26.95,WE,91
Rolf Binder Heinrich Shiraz/Mataro/Grenache 2016,"South Australia, Australia",750,bottle,26.95,AWC,93
Louis Latour Les Pierres Dorées Pinot Noir 2017,"Burgundy, France",750,bottle,26.95,JS,90
Grands Serres Les Hautes Vacquieres Vacqueyras 2016,"Rhône, France",750,bottle,26.95,RP,92
Villa Mora Montefalco Sagrantino 2010,"Umbria, Italy",750,bottle,26.95,none,0
Hedges CMS Red 2016,"Washington, USA",750,bottle,26.95,JD,90
KWV The Mentors Canvas 2017,"Coastal Region, South Africa",750,bottle,26.95,TAT,94
Capricho Cabernet Sauvignon 2017,"Maule Valley, Chile",750,bottle,26.95,GD,94
Plowbuster Pinot Noir 2015,"Oregon, USA",750,bottle,26.95,WE,90
Whitehaven Pinot Noir 2016,"Marlborough, New Zealand",750,bottle,26.95,BC,90
Le Riche Cabernet Sauvignon 2016,"Stellenbosch, South Africa",750,bottle,26.95,RP,90
Terre di Giobbe Rosso Piceno Superiore DOCG 2016,Italy,750,bottle,26.95,none,0
Babich Black Label Hawke's Bay Syrah 2018,"Hawke's Bay, New Zealand",750,bottle,26.95,none,0
Mercer Bros Merlot 2017,"Washington, USA",750,bottle,26.95,WS,89
Wine of Adam Refosco 2013,"Macedonia, Greece",750,bottle,26.95,RP,91
Arroyo Crianza 2016,Spain,750,bottle,26.95,none,0
Georges Millérioux Sancerre AOC Pinot Noir 2018,"Loire, France",750,bottle,26.9,none,0
Castel Sallegg Pinot Nero 2018,"Alto Adige-Trentino, Italy",750,bottle,26.85,none,0
Sepp Moser Zweigelt Hedwighof Burgenland 2016,Austria,750,bottle,26.8,none,0
Garganuda Valpolicella 2018,"Veneto, Italy",750,bottle,26.8,none,0
Legón Reserva 2012,"Ribera del Duero, Spain",750,bottle,26.75,VIN,92
Zorzettig Schioppettino 2015,"Friuli, Italy",750,bottle,26.75,none,0
Abacela Fiesta Tempranillo 2015,"Oregon, USA",750,bottle,26.75,WE,92
Tenuta del Buonamico Cercatoja IGT Toscana 2015,"Tuscany, Italy",375,bottle,26.75,none,0
Quinta do Filoco Reserva Red 2015,"Douro, Portugal",750,bottle,26.75,none,0
Weinhauss Bettina Shumann Blauer Spatburgunder Dry 2017 Pinot Noir,Germany,750,bottle,26.75,none,0
Mauro Molino Barbera D'Asti Radici 2018,"Piedmont, Italy",750,bottle,26.75,none,0
Mia Natura Montepulciano d'Abruzzo 2019,"Abruzzo, Italy",750,bottle,26.75,none,0
Domaine des Coutures Saumur Champigny La Sélection 2017,"Loire, France",750,bottle,26.75,none,0
Château La Villatade Vin de Sophie 2017,France,750,bottle,26.75,none,0
Binyamina Bin Cabernet Sauvignon Kosher 2016,Israel,750,bottle,26.7,none,0
LUPUS Montepulciano D'Abruzzo DOC 2018,"Abruzzo, Italy",750,bottle,26.7,none,0
Cherubino Ad Hoc Cruel Mistress Pinot Noir 2017,Australia,750,bottle,26.65,none,0
Larry Cherub Middle of Everything 2016,Australia,750,bottle,26.65,none,0
Resalte Vendimia Seleccionada 2016,"Ribera del Duero, Spain",750,bottle,26.65,none,0
Sottano Reserva Cabernet Sauvignon 2014,"Mendoza, Argentina",750,bottle,26.6,none,0
Sottano Reserva Blend 2014,"Mendoza, Argentina",750,bottle,26.6,none,0
Château de Chaintres Saumur Champigny Vieilles Vignes 2017,"Loire, France",750,bottle,26.6,none,0
Tenuta Di Sticciano Attimo IGT 2011,"Tuscany, Italy",750,bottle,26.55,none,0
La Castellina Maremma L'Aureo Di Poggio Alla Buca 2013,"Tuscany, Italy",750,bottle,26.55,none,0
Edition FELS Lemberger 2015,"Württemberg, Germany",750,bottle,26.55,none,0
Pradorey Crianza Finca Valdelayegua 2016,"Ribera del Duero, Spain",750,bottle,26.55,none,0
Recanati Shiraz KP,"Galilee, Israel",750,bottle,26.5,none,0
Tinto Quinta da Escusa 2016,Portugal,750,bottle,26.45,none,0
Berta Paolo Monferrato Rosso DOC 2018,"Piedmont, Italy",750,bottle,26.45,none,0
Il Botolo Barbera D'Asti Superiore DOCG 2015,Italy,750,bottle,26.4,none,0
Fox Creek Red Baron Shiraz 2017,"South Australia, Australia",750,bottle,26.4,none,0
Nera IGT Toscana 2017,Italy,750,bottle,26.4,none,0
Domain CLO Anjour Rouge Organic,"Loire, France",750,bottle,26.4,none,0
Tenuta Di Trecciano Chianti Colli Senesi DOCG 2013,Italy,750,bottle,26.35,none,0
San Vito - Posca Rosso,Italy,750,bottle,26.35,none,0
Calabretta Ciro Rosso 2016,Italy,750,bottle,26.35,none,0
Kokkinos Naoussa Xinomavro 2015,Greece,750,bottle,26.3,none,0
One Formation Shiraz Blend 2015,South Africa,750,bottle,26.25,none,0
Les Terrasses de Saint Christophe 2014,"Bordeaux, France",750,bottle,26.25,DWWA,95
Teira Dry Creek Valley Merlot 2014,"California, USA",750,bottle,26.25,none,0
Vineland Estates BoTeek Clone 327 Cabernet Franc 2015,"Ontario, Canada",750,bottle,26.25,EWS,90
Rubrica Tinto 2016,"Alentejo, Portugal",750,bottle,26.25,none,0
Zimmerlin Alte Reben Pinot Noir 2013,"Baden, Germany",750,bottle,26.2,none,0
Barbera D'asti San Bastian 2015,Italy,750,bottle,26.15,none,0
Manora Barbera d'Asti Superiore DOCG 2015,"Piedmont, Italy",750,bottle,26.15,none,0
Doña Paula 1100 Altitude 2016,Argentina,750,bottle,26.1,none,0
F Reserva Red 2014,"Douro, Portugal",750,bottle,26.1,none,0
Carpasia Bobal DO Utiel-Requena 2016,"Utiel-Requena, Spain",750,bottle,26.1,none,0
Spatburgunder Gutswein 2018,Germany,750,bottle,26.1,none,0
Lacey Estates Lot 9 Cabernet Franc VQA,"Ontario, Canada",750,bottle,26.0,none,0
Ruffino Chianti Classico Riserva Ducale,"Tuscany, Italy",750,bottle,25.95,none,0
Tawse Growers Blend Pinot Noir,"Ontario, Canada",750,bottle,25.95,none,0
Joel Gott Zinfandel 2017,"California, USA",750,bottle,25.95,none,0
Woodbridge By Robert Mondavi Cabernet Sauvignon,USA,1500,bottle,25.95,none,0
Serafino Shiraz 2016,"South Australia, Australia",750,bottle,25.95,AWC,94
Château Paradis 2015,"Provence, France",750,bottle,25.95,WE,90
Château Pierre de Montignac 2014,"Bordeaux, France",750,bottle,25.95,DEC,90
Jackson-Triggs Grand Reserve Meritage 2017,"Ontario, Canada",750,bottle,25.95,none,0
Casa Marin Cartagena Garnacha Syrah 2015,Chile,750,bottle,25.95,none,0
Casa Marin Cartagena Pinot Noir 2016,Chile,750,bottle,25.95,none,0
Coto de Imaz Reserva 2015,"Rioja, Spain",750,bottle,25.95,DAWA,96
Château d'Agel Caudios Minervois 2014,"Languedoc, France",750,bottle,25.95,DWWA,95
Contesa Montepulciano d'Abruzzo Riserva DOC 2016,"Abruzzo, Italy",750,bottle,25.95,none,0
Moraine Cliffhanger Red 2018,"British Columbia, Canada",750,bottle,25.95,none,0
Canoe Ridge The Expedition Cabernet Sauvignon 2017,"Washington, USA",750,bottle,25.95,WS,89
Matetic Corralillo Cabernet Sauvignon 2015,"Maipo Valley, Chile",750,bottle,25.95,RP,91
Viña Casablanca Nimbus Single Vineyard Cabernet Sauvignon 2017,"Maipo Valley, Chile",750,bottle,25.95,TAT,90
Clos La Chance 22 Pirates Red Blend 2017,"California, USA",750,bottle,25.95,WE,89
Planeta Rojo Bonarda 2019,Argentina,750,bottle,25.95,none,0
Planeta Rojo Syrah 2019,Argentina,750,bottle,25.95,none,0
Inniskillin Reserve Cabernet Franc 2017,"Ontario, Canada",750,bottle,25.95,none,0
San Bastian Barbera D'Asti DOCG 2019,"Piedmont, Italy",750,bottle,25.95,none,0
Mouton Cadet Heritage 2017,"Bordeaux, France",750,bottle,25.95,WE,88
Chehalem Chemistry Pinot Noir 2017,"Oregon, USA",750,bottle,25.95,JS,90
Locations E,Spain,750,bottle,25.95,JS,92
Bodega Burdigala Campo Alegre 2014,"Toro, Spain",750,bottle,25.95,WS,93
Edouard Delaunay Septembre Bourgogne Pinot Noir 2018,"Burgundy, France",750,bottle,25.95,DEC,91
