name,region,size-mL,container,price,critic,critic_score
Château de Montfaucon 2016,"Rhône, France",750,bottle,25.95,RP,91
Château Corbin Montagne,France,750,bottle,25.95,none,0
Dona Louise 2010,"Dão, Portugal",750,bottle,25.9,none,0
Ampeloeis Silver 2014,Greece,750,bottle,25.85,none,0
992 Finca Rio Negro 2015,Spain,750,bottle,25.85,none,0
Château Le Conseiller 2016,"Bordeaux, France",750,bottle,25.85,VIN,88
Château Ampélia 2016,"Bordeaux, France",750,bottle,25.85,WE,90
Collalto Cabernet Piave DOC 2017,Italy,750,bottle,25.8,none,0
Eradus Pinot Noir 2017,New Zealand,750,bottle,25.75,none,0
Poggio Salvi Morellino Di Scansano DOC 2016,Italy,750,bottle,25.75,none,0
Castel Sallegg Lagrein 2018,"Alto Adige-Trentino, Italy",750,bottle,25.75,none,0
Pierpaolo Pecorari Merlot 2015,"Friuli, Italy",750,bottle,25.7,none,0
Lecco Crianza 2014,"Ribera del Duero, Spain",750,bottle,25.65,none,0
Villa Nogueira Red 2017,Portugal,750,bottle,25.65,none,0
David Large Piranha 2018,"Burgundy, France",750,bottle,25.65,none,0
Chianti Classico DOGC Tommaso Bojol 2013,Italy,750,can,25.6,none,0
Graf Neipperg Lemberger VDP Gutswein Dry 2016,Germany,750,bottle,25.6,none,0
Collalto Incrocio Manzoni Rosso 2017,Italy,750,bottle,25.6,none,0
Cabeca de Burro Reserva Red 2015,"Douro, Portugal",750,bottle,25.6,none,0
Fidora Valpolicella Ripasso Organic 2016,"Veneto, Italy",750,bottle,25.6,none,0
Saumur Champigny Les Sables 2018,"Loire, France",750,bottle,25.6,none,0
Casa di Baal Rosso di Baal 2016,"Campania, Italy",750,bottle,25.5,none,0
Terrenus Tinto 2015,"Alentejo, Portugal",750,bottle,25.5,none,0
Pères de L'Église Côtes du Rhône Blanc 2018,France,750,bottle,25.5,none,0
Poderi Elia Barbera d'Alba Superiore DOC 2015,"Piedmont, Italy",750,bottle,25.5,none,0
Brumaio Morellino di Scansano 2017,Italy,750,bottle,25.5,none,0
Seville Estate The Barber Cabernet Merlot Yarra Valley 2015,"Victoria, Australia",750,bottle,25.45,none,0
The Barber Shiraz 2015,"Victoria, Australia",750,bottle,25.45,none,0
The Barber Shiraz Cabernet 2013,"Victoria, Australia",750,bottle,25.45,none,0
Teva Cabernet Sauvignon,Israel,750,bottle,25.45,none,0
Altos de Inurrieta 2015,"Navarra, Spain",750,bottle,25.45,none,0
Luberri Biga Crianza 2015,"Rioja, Spain",750,bottle,25.3,none,0
Tom of Finland OUTstanding Red Wine 2016,"California, USA",750,bottle,25.3,none,0
Castello la Leccia Chianti Classico DOCG 2016,Italy,750,bottle,25.3,none,0
Pomar Junction Vineyard Syrah 2014,"California, USA",750,bottle,25.25,none,0
Enclos des Anges 2015,"Corsica, France",750,bottle,25.25,none,0
ColleMassari Montecucco Reserva DOC 2015,"Tuscany, Italy",750,bottle,25.25,none,0
Airfield Estates Merlot 2015,"Washington, USA",750,bottle,25.25,none,0
Groenland Shiraz Premium 2016,South Africa,750,bottle,25.25,none,0
Manoir du Carra Brouilly Terre de Combiaty 2018,France,750,bottle,25.25,none,0
Manoir du Carra Julienas les Boittieres 2017,France,750,bottle,25.25,none,0
Dryades Dry Red 2013,Greece,750,bottle,25.2,none,0
Vlahiko Dry Red 2016,Greece,750,bottle,25.2,none,0
Guy Barge Cote du Rhone Coteaux Legende,"Rhône, France",750,bottle,25.15,none,0
Valdelosfrailes Prestigio DO Cigales 2006,Spain,750,bottle,25.15,none,0
Villa Antinori Toscana IGT,"Tuscany, Italy",750,bottle,25.1,none,0
Blanville Grand Cru Elegante Red 2012,"Midi, France",750,bottle,25.1,none,0
Forti del Vento Alto Red Blend Organic 2018,"Piedmont, Italy",750,bottle,25.1,none,0
Ciu Ciu Gotico Piceno Superiore Organic 2015,"Marche, Italy",750,bottle,25.1,none,0
Dione Negroamaro Salento IGP 2019,"Puglia, Italy",750,bottle,25.1,none,0
Chateau Lazaridi Red 2016,"Macedonia, Greece",750,bottle,25.05,none,0
Le Ginestre Dolcetto d'Alba DOC 2017,Italy,750,bottle,25.05,none,0
Ecu Trinity 2018,"Loire, France",750,bottle,25.05,none,0
Dolce Vite Toscana IGT 2017,Italy,750,bottle,25.05,none,0
Creekside Laura's Red 2016,"Ontario, Canada",750,bottle,25.0,WAL,90
Masi Costasera Amarone Classico DOC,"Veneto, Italy",375,bottle,25.0,none,0
Chianti Montespertoli Riserva DOCG 2013,Italy,750,bottle,25.0,none,0
Creekside Iconoclast Syrah 2016,"Ontario, Canada",750,bottle,25.0,WN,91
Villa Maria Cellar Selection Pinot Noir 2017,"Marlborough, New Zealand",750,bottle,25.0,WO,91
Vidal Reserve Syrah 2018,New Zealand,750,bottle,25.0,none,0
Queenston Mile Red 2016,"Ontario, Canada",750,bottle,25.0,none,0
Esk Valley Syrah 2018,"Hawke's Bay, New Zealand",750,bottle,25.0,none,0
Vidal Reserve Merlot Cabernet 2017,"Hawke's Bay, New Zealand",750,bottle,25.0,none,0
Creekside Red Tractor Cabernet Franc 2017,"Ontario, Canada",750,bottle,25.0,none,0
Sea Sun Pinot Noir 2018,"California, USA",750,bottle,25.0,none,0
Hess Select Cabernet Sauvignon 2017,"California, USA",750,bottle,24.95,none,0
Irony Cabernet Sauvignon 2017,"California, USA",750,bottle,24.95,none,0
Clarence Dillon Clarendelle Red 2015,"Bordeaux, France",750,bottle,24.95,JS,91
Chanson Réserve du Bastion Bourgogne Pinot Noir,"Burgundy, France",750,bottle,24.95,none,0
Casillero del Diablo Reserva Cabernet Sauvignon,Chile,1500,bottle,24.95,none,0
Latour Pinot Noir,"Burgundy, France",750,bottle,24.95,none,0
Balbás Reserva 2012,"Ribera del Duero, Spain",750,bottle,24.95,WS,90
Wakefield Jaraman Cabernet Sauvignon 2016,"South Australia, Australia",750,bottle,24.95,DEC,95
Monte del Frà Lena di Mezzo Valpolicella Ripasso Classico Superiore 2017,"Veneto, Italy",750,bottle,24.95,JS,93
Ardal Selección Especial Reserva Tempranillo/Cabernet Sauvignon 2010,"Ribera del Duero, Spain",750,bottle,24.95,WS,94
La Ferme du Mont Le Ponnant Côtes du Rhône-Villages 2018,"Rhône, France",750,bottle,24.95,NM,90
Rivera Il Falcone Riserva Castel del Monte,"Puglia, Italy",750,bottle,24.95,none,0
Paper Road Pinot Noir 2018,"Wairarapa, New Zealand",750,bottle,24.95,JS,92
Recanati Cabernet Sauvignon KP,Israel,750,bottle,24.95,none,0
Château Teyssier Montagne-Saint-Émilion 2016,"Bordeaux, France",750,bottle,24.95,WE,90
Mazzei Ser Lapo Riserva Chianti Classico 2016,"Tuscany, Italy",750,bottle,24.95,JS,95
Cannonball Cabernet Sauvignon 2017,"California, USA",750,bottle,24.95,BL,90
Conundrum Red,"California, USA",750,bottle,24.95,none,0
Versado Malbec 2015,"Mendoza, Argentina",750,bottle,24.95,WN,91
Burning Kiln Strip Room VQA,"Ontario, Canada",750,bottle,24.95,none,0
Château des Roques Cuvée du Château Vacqueyras 2014,"Rhône, France",750,bottle,24.95,VIN,90
Galil Mountain Alon KP,"Galilee Heights, Israel",750,bottle,24.95,none,0
Rodney Strong Knotty Vines Zinfandel 2014,"California, USA",750,bottle,24.95,none,0
Wakefield Jaraman Shiraz 2017,"South Australia, Australia",750,bottle,24.95,AWC,91
Erath Pinot Noir,"Oregon, USA",750,bottle,24.95,none,0
Henry of Pelham Estate Cabernet/Merlot 2016,"Ontario, Canada",750,bottle,24.95,WAL,88
The Tragically Hip Fully Completely Reserve Red 2018,"Ontario, Canada",750,bottle,24.95,none,0
TeHo Zaha Toko Vineyard Malbec 2016,"Mendoza, Argentina",750,bottle,24.95,VIN,94
Joel Gott 815 Cabernet Sauvignon,"California, USA",750,bottle,24.95,none,0
Xanadu DJL Cabernet Sauvignon 2017,"Western Australia, Australia",750,bottle,24.95,AWC,93
Viewpointe Balance Pointe Cabernet/Merlot 2010,"Ontario, Canada",750,bottle,24.95,none,0
Feudo Montoni Lagnusa Nero D'Avola 2015,"Sicily, Italy",750,bottle,24.95,VIN,94
Pendulum Cabernet Sauvignon 2017,"Washington, USA",750,bottle,24.95,WS,90
Errázuriz Aconcagua Costa Pinot Noir 2018,"Aconcagua Costa, Chile",750,bottle,24.95,GD,95
Tawse Redfoot Vineyard Gamay Noir 2016,"Ontario, Canada",750,bottle,24.95,WAL,90
Yering Station Village Pinot Noir 2017,"Victoria, Australia",750,bottle,24.95,WF,92
Lange Twins Estate Grown Cabernet Sauvignon 2016,"California, USA",750,bottle,24.95,none,0
Paolo Conterno Anforti 2016,"Tuscany, Italy",750,bottle,24.95,none,0
Clos de los Siete 2017,"Mendoza, Argentina",750,bottle,24.95,JS,95
Gemtree Uncut Shiraz 2016,"South Australia, Australia",750,bottle,24.95,AWC,94
ZaHa El Corte 2016,"Mendoza, Argentina",750,bottle,24.95,TAT,94
Domaine Naturaliste Discovery Syrah 2017,"Western Australia, Australia",750,bottle,24.95,none,0
Two Hands Gnarly Dudes Shiraz,"South Australia, Australia",750,bottle,24.95,none,0
Masi Serego Alighieri Monte Piazzo Valpolicella Classico Superiore 2016,"Veneto, Italy",750,bottle,24.95,JS,93
Guado al Tasso Il Bruciato 2018,"Tuscany, Italy",750,bottle,24.95,RP,92
Rustenberg John X Merriman 2016,"Simonsberg-Stellenbosch, South Africa",750,bottle,24.95,TAT,93
Elderton Barossa Shiraz 2017,"South Australia, Australia",750,bottle,24.95,WO,94
Rocca delle Macìe Famiglia Zingarelli Riserva Chianti Classico 2017,"Tuscany, Italy",750,bottle,24.95,WAL,90
Barone Ricasoli Rocca Guicciarda Riserva Chianti Classico 2017,"Tuscany, Italy",750,bottle,24.95,JS,92
J. Lohr South Ridge Syrah 2017,"California, USA",750,bottle,24.95,none,0
Di Majo Norante Contado Riserva Aglianico del Molise 2014,"Molise, Italy",750,bottle,24.95,GR,3
Castoro Cellars Estate Grown Zinfandel 2016,"California, USA",750,bottle,24.95,WE,91
Montes Alpha Special Cuvée Cabernet Sauvignon 2015,"Colchagua Valley, Chile",750,bottle,24.95,JS,94
Vasse Felix Filius Cabernet Sauvignon 2018,"Western Australia, Australia",750,bottle,24.95,none,0
Cave de Roquebrun Roches Noires 2017,"Languedoc, France",750,bottle,24.95,DWWA,90
Il Palagio Message in a Bottle 2016,"Tuscany, Italy",750,bottle,24.95,JS,93
Famille Perrin Les Christins Vacqueyras 2017,"Rhône, France",750,bottle,24.95,VIN,92
Jules Taylor Pinot Noir 2018,"Marlborough, New Zealand",750,bottle,24.95,WO,93
Château du Chatelard Cuvée Les Roches Morgon 2017,"Beaujolais, France",750,bottle,24.95,WE,93
Donnachiara Irpinia Aglianico 2017,"Campania, Italy",750,bottle,24.95,JS,94
Cosentino Cigar Cabernet Sauvignon 2016,"Washington, USA",750,bottle,24.95,WAL,90
Sons of Eden Kennedy Grenache/Shiraz/Mourvèdre 2016,"South Australia, Australia",750,bottle,24.95,AWC,94
LAN Reserva 2012,"Rioja, Spain",750,bottle,24.95,WS,91
Bodega Fin del Mundo Neuquén Gran Reserva 2015,"Patagonia, Argentina",750,bottle,24.95,JS,91
Canonica a Cerreto Riserva Chianti Classico 2013,"Tuscany, Italy",750,bottle,24.95,VIN,92
Stéphane Aviron Vieilles Vignes Moulin-à-Vent 2018,"Beaujolais, France",750,bottle,24.95,none,0
Ambrogio e Giovanni Folonari Nozzole Chianti Classico Riserva 2015,"Tuscany, Italy",750,bottle,24.95,JS,94
Elderton Cabernet Sauvignon 2018,"South Australia, Australia",750,bottle,24.95,none,0
Esk Valley Pinot Noir 2017,"Marlborough, New Zealand",750,bottle,24.95,none,0
Viñalba Gran Reserva Malbec 2015,"Mendoza, Argentina",750,bottle,24.95,DWWA,97
Tenuta Perano Chianti Classico 2016,"Tuscany, Italy",750,bottle,24.95,JS,93
Simonsig Labyrinth Cabernet Sauvignon 2017,"Stellenbosch, South Africa",750,bottle,24.95,none,0
Ridgepoint Pinot Noir 2012,"Ontario, Canada",750,bottle,24.95,none,0
Rustenberg Kloof Syrah 2016,South Africa,750,bottle,24.95,none,0
La Nit de les Garnatxes 2016,"Tarragona, Spain",750,bottle,24.95,JS,92
Renato Ratti Ochetti Nebbiolo 2017,"Piedmont, Italy",750,bottle,24.95,JS,92
Artezin Old Vine Zinfandel 2017,"California, USA",750,bottle,24.95,WS,89
Hugh Hamilton The Ratbag Merlot 2016,"South Australia, Australia",750,bottle,24.95,AWC,91
Ruffino Lodola Nuova Vino Nobile di Montepulciano 2015,"Tuscany, Italy",750,bottle,24.95,none,0
Vidal Reserve Pinot Noir,"Marlborough, New Zealand",750,bottle,24.95,none,0
Hãhã Pinot Noir 2018,"Marlborough, New Zealand",750,bottle,24.95,WO,90
Trentham Estate Reserve Pinot Noir 2015,"Tasmania, Australia",750,bottle,24.95,AWC,93
Murphy-Goode Cabernet Sauvignon 2017,"California, USA",750,bottle,24.95,none,0
Zuccardi Apelación Vista Flores Malbec 2017,"Mendoza, Argentina",750,bottle,24.95,DWWA,96
Château Terrasson Cuvée Prevenche 2016,"Bordeaux, France",750,bottle,24.95,WE,92
Mastronardi Estate Merlot 2016,"Ontario, Canada",750,bottle,24.95,none,0
Herdade dos Veros Reserva Red 2017,"Alentejo, Portugal",750,bottle,24.95,none,0
Descendientes de J. Palacios Pétalos 2017,"Bierzo, Spain",750,bottle,24.95,RP,93
Clairmont Classique Crozes-Hermitage 2018,"Rhône, France",750,bottle,24.95,none,0
Quinta do Encontro Preto Branco Reserva Red 2016,"Bairrada, Portugal",750,bottle,24.95,WE,92
Yalumba Samuel's Collection Shiraz 2017,"South Australia, Australia",750,bottle,24.95,JS,91
Casablanca Nimbus Pinot Noir 2016,"Casablanca Valley, Chile",750,bottle,24.95,DWWA,95
I Giusti & Zanza Vigna Vecchia 2015,"Tuscany, Italy",750,bottle,24.95,WE,95
Nieto Senetiner Don Nicanor Barrel Select Malbec 2016,"Mendoza, Argentina",750,bottle,24.95,JS,94
Mazzei Fonterutoli Chianti Classico 2017,"Tuscany, Italy",750,bottle,24.95,JS,92
M. Chapoutier Rasteau 2016,"Rhône, France",750,bottle,24.95,RP,92
Brotherhood Pinot Noir 2017,"New York, USA",750,bottle,24.95,none,0
Pelee Island Vinedressers Meritage 2016,"Ontario, Canada",750,bottle,24.95,WAL,91
Firesteed Pinot Noir 2018,"Oregon, USA",750,bottle,24.95,none,0
Mud House Pinot Noir 2018,"Central Otago, New Zealand",750,bottle,24.95,WS,90
Vieni Reserve Cabernet Sauvignon 2016,"Ontario, Canada",750,bottle,24.95,none,0
Yalumba Samuel's Collection Bush Vine Grenache 2018,"South Australia, Australia",750,bottle,24.95,AWC,93
Bodega Volcanes de Chile Tectonia Pinot Noir 2016,"Bío Bío Valley, Chile",750,bottle,24.95,JS,94
Invivo Central Otago Pinot Noir 2018,"Central Otago, New Zealand",750,bottle,24.95,none,0
Godelia Mencia Red 2015,"Bierzo, Spain",750,bottle,24.95,WS,93
Canoe Ridge The Expedition Merlot 2017,"Washington, USA",750,bottle,24.95,WS,91
Odfjell Vineyards Orzada Cabernet Sauvignon 2018,"Maipo Valley, Chile",750,bottle,24.95,GD,92
Yalumba Samuel's Collection Barossa Shiraz/Cabernet Sauvignon 2017,"South Australia, Australia",750,bottle,24.95,AWC,91
Shanahans Silence Is Golden Shiraz 2016,"South Australia, Australia",750,bottle,24.95,none,0
El Enemigo Bonarda 2016,"Mendoza, Argentina",750,bottle,24.95,JS,93
Sartori 120th Anniversary Valpolicella Superiore 2016,"Veneto, Italy",750,bottle,24.95,none,0
Elias Mora Crianza 2015,"Toro, Spain",750,bottle,24.95,WS,91
El Esteco 1947 Old Vines Cabernet Sauvignon 2018,"Cafayate Valley, Argentina",750,bottle,24.95,JS,94
Tyrrell's Hunter Valley Shiraz 2017,"New South Wales, Australia",750,bottle,24.95,AWC,96
Hunter's Pinot Noir 2014,"Marlborough, New Zealand",750,bottle,24.95,RP,90
Mountadam Eden Valley Cabernet Sauvignon 2017,"South Australia, Australia",750,bottle,24.95,AWC,93
Maturana Natural Negra San Francisco 2019,"Maule Valley, Chile",750,bottle,24.95,GD,91
Frankland Estate Shiraz 2017,"Western Australia, Australia",750,bottle,24.95,AWC,95
Château Loudenne 2008,"Bordeaux, France",750,bottle,24.95,GH,1
Château Lousteauneuf,France,750,bottle,24.95,none,0
Pomar Junction Cabernet Sauvignon,USA,750,bottle,24.95,none,0
Semeli Nemea Reserve 2015,"Nemea, Greece",750,bottle,24.9,none,0
Herve Bizeul Côtes du Roussillon 2017,France,750,bottle,24.9,none,0
Barbera D'Asti San Bastian 2016,Italy,750,bottle,24.9,none,0
LeftField Pinot Noir 2017,New Zealand,750,bottle,24.9,none,0
La Tunella Merlot 2017,"Friuli, Italy",750,bottle,24.9,none,0
La Tunella Refosco 2017,"Friuli, Italy",750,bottle,24.9,none,0
Fari Societa Agricola Semplice Sciopettino 2018,"Veneto, Italy",750,bottle,24.9,none,0
Barbera d'Asti Evolution DOCG 2017,"Piedmont, Italy",750,bottle,24.85,none,0
Lirac By Roger Sabon 2018,"Rhône, France",750,bottle,24.85,none,0
Tandem Winery Ars Nova 2014,"Navarra, Spain",750,bottle,24.85,none,0
Pirathon by Kalleske Shiraz 2013,"South Australia, Australia",750,bottle,24.75,AWC,94
Casebianche Rosso Cilento DOP Dellemore 2015,"Campania, Italy",750,bottle,24.75,none,0
Queylus Tradition Pinot Noir 2016,"Ontario, Canada",750,bottle,24.75,WAL,92
Giesen The Brothers Pinot Noir 2016,"Marlborough, New Zealand",750,bottle,24.75,none,0
The Lane Single Vineyard Block 14 Basket Press Shiraz 2016,"South Australia, Australia",750,bottle,24.75,AWC,95
Vignerons de Tautavel Les Vingt Marches Tautavel 2015,"Roussillon, France",750,bottle,24.75,RP,93
La Ferme du Mont Côtes Jugunda Gigondas 2015,"Rhône, France",750,bottle,24.75,RP,90
Nugan Manuka Grove Vineyard Durif 2016,"New South Wales, Australia",750,bottle,24.75,TRR,93
Domaine Les Troits Toits Ardan 2019,France,750,bottle,24.75,none,0
Bera Piemonte Brachetto DOC 2018,"Piedmont, Italy",750,bottle,24.65,none,0
Masi Modello Merlot Trevenezie IGT,"Venezie, Italy",1500,bottle,24.5,none,0
Aspros Lagos Cabernet Sauvignon 2017,"Crete, Greece",750,bottle,24.5,none,0
Pedra a Pedra Tinto 2017,"Douro, Portugal",750,bottle,24.5,none,0
Giallo Toscana Rosso IGT 2018,Italy,750,bottle,24.5,none,0
Trabun Malbec 2017,Chile,750,bottle,24.4,none,0
Hay Shed Hill Cabernet Merlot 2016,Australia,750,bottle,24.4,none,0
Cave de Lugon Orestie Bordeaux Superieur 2016,"Bordeaux, France",750,bottle,24.35,none,0
Tarrica Cabernet Sauvignon 2017,"California, USA",750,bottle,24.35,none,0
Tinhof Blaufrankisch 2017,Austria,750,bottle,24.35,none,0
Alento Reserva Red 2015,"Alentejo, Portugal",750,bottle,24.35,none,0
O'Lillo Baracchi 2016,Italy,750,bottle,24.3,none,0
Temptation Merlot Sterea Ellada 2015,Greece,750,bottle,24.3,none,0
1000 Nights 2015,Greece,750,bottle,24.3,none,0
Glen Carlou Grand Classique 2013,"Coastal Region, South Africa",750,bottle,24.25,none,0
Dirty Laundry Merlot 2016,"British Columbia, Canada",750,bottle,24.25,none,0
Château Les Remparts de Bel-Air KPM,"Bordeaux, France",750,bottle,24.25,none,0
Château des Charmes St. David's Bench Vineyard Cabernet Sauvignon 2014,"Ontario, Canada",750,bottle,24.25,WAL,89
Viña Herminia Reserva 2012,"Rioja, Spain",750,bottle,24.25,none,0
Mountadam The Red 2016,"South Australia, Australia",750,bottle,24.25,AWC,95
Fidora Valpolicella Organic 2017,"Veneto, Italy",750,bottle,24.25,none,0
Apeiron Infinity Red Wine 2016,Greece,750,bottle,24.2,none,0
Domaine Magellan Coteaux du Languedoc 2016,"Languedoc, France",750,bottle,24.2,none,0
Principe Del Sole Chianti DOCG 2018,Italy,750,bottle,24.2,none,0
Marenco Aldo Suri Organic 2018,Italy,750,bottle,24.2,none,0
Casa Ermelinda Quinta da Mimosa Red 2016,"Setubal, Portugal",750,bottle,24.15,none,0
San Pietro Monferrato Rosso Nero Organic 2017,"Piedmont, Italy",750,bottle,24.15,none,0
Welgemeend Amade 2014,South Africa,750,bottle,24.1,none,0
Rhous Estate Red PGI 2016,"Crete, Greece",750,bottle,24.1,none,0
Bera Dolcetto d'Alba 2018,"Piedmont, Italy",750,bottle,24.1,none,0
Bera Barbera d'Alba DOC 2018,"Piedmont, Italy",750,bottle,24.1,none,0
Mother Rock Grenache 2016,South Africa,750,bottle,24.05,none,0
Mauro Molino Barbera D'Alba 2018,Italy,750,bottle,24.05,none,0
Mileto Crianza 2015,"Rioja, Spain",750,bottle,24.05,none,0
Elands Rivier Pinot Noir 2016,South Africa,750,bottle,24.05,none,0
Calmel & Joseph Montpeyroux 2015,"Languedoc, France",750,bottle,24.05,none,0
Lomond Syrah Cape Agulhas 2016,South Africa,750,bottle,24.05,none,0
Raffault Chinon Rouge Clos d'Isore 2017,"Loire, France",750,bottle,24.0,none,0
Dalmatian Dog Babic 2016,Croatia,750,bottle,24.0,none,0
Cascina Castlet Litina Barbera Superiore 2016,"Piedmont, Italy",750,bottle,24.0,none,0
Ricasoli Brolio Chianti Classico 2017,"Tuscany, Italy",750,bottle,23.95,JS,92
Two Hands Angels' Share Shiraz 2018,"South Australia, Australia",750,bottle,23.95,RP,90
Calvet Reserve des Remparts Saint-Émilion,"Bordeaux, France",750,bottle,23.95,none,0
Teusner The Riebke Shiraz 2017,"South Australia, Australia",750,bottle,23.95,AWC,92
Mastroberardino Irpinia Aglianico 2017,"Campania, Italy",750,bottle,23.95,none,0
Lealtanza Reserva 2015,"Rioja, Spain",750,bottle,23.95,none,0
Papale Linea Oro Primitivo di Manduria 2016,"Puglia, Italy",750,bottle,23.95,RP,90
Louis M. Martini Sonoma County Cabernet Sauvignon,"California, USA",750,bottle,23.95,none,0
Michel Gassier Nostre Païs 2017,"Rhône, France",750,bottle,23.95,JD,93
Cannonball Merlot 2017,"California, USA",750,bottle,23.95,TPM,90
Castelgreve Riserva Chianti Classico 2015,"Tuscany, Italy",750,bottle,23.95,JS,94
Elephant Hill Le Phant 2016,"Hawke's Bay, New Zealand",750,bottle,23.95,WO,93
Lander-Jenkins California Pinot Noir 2016,"California, USA",750,bottle,23.95,none,0
Rodney Strong Merlot 2016,"California, USA",750,bottle,23.95,none,0
Matetic Corralillo Winemaker's Blend 2015,"San Antonio Valley, Chile",750,bottle,23.95,JS,94
Xavier Vignon Lirac 2016,"Rhône, France",750,bottle,23.95,RP,92
Castelli del Grevepesa Clemente VII Riserva Chianti Classico 2013,"Tuscany, Italy",750,bottle,23.95,DEC,92
J. Lohr Seven Oaks Cabernet Sauvignon,"California, USA",750,bottle,23.95,none,0
Banfi Rosso di Montalcino 2018,"Tuscany, Italy",750,bottle,23.95,none,0
Tommasi Ripasso Valpolicella Classico Superiore,"Veneto, Italy",750,bottle,23.95,none,0
Don Jacobo Reserva 2011,"Rioja, Spain",750,bottle,23.95,none,0
