title,region,country,score,num_reviews
Rutherford Hill Merlot,Napa Valley,United States,3.9,5823
Elderton Ode To Lorraine Cabernet Sauvignon - Shiraz - Merlot,Barossa Valley,Australia,4.1,1319
Treana Cabernet Sauvignon,Paso Robles,United States,4.2,8063
Fontodi Chianti Classico,Chianti Classico,Italy,3.9,15787
Brancaia Chianti Classico Riserva,Chianti Classico,Italy,3.9,6312
Boasso Barolo del Comune di Serralunga d'Alba,Barolo,Italy,4.0,694
Bodegas Olarra Erudito Rioja Reserva Especial,Rioja,Spain,4.0,1159
Col d'Orcia Rosso di Montalcino Banditella,Rosso di Montalcino,Italy,3.8,1326
The Foreign Affair Cabernet Sauvignon,Niagara Peninsula,Canada,4.1,217
Doña Paula Sélección de Bodega Malbec,Mendoza,Argentina,4.1,4928
Bodacious Cabernet Sauvignon,Ontario,Canada,3.4,542
Closson Chase Churchside Pinot Noir,Prince Edward County,Canada,3.7,106
Tenuta Perano Chianti Classico Riserva,Chianti Classico,Italy,3.9,140
John's Blend Margarete's Shiraz,South Australia,Australia,4.3,861
Paternoster Rotondo,Aglianico del Vulture,Italy,3.8,336
Trinity Hill The Trinity,Hawke's Bay,New Zealand,3.5,507
Plume Cabernet Sauvignon,Napa Valley,United States,3.9,334
Canti Barolo,Barolo,Italy,3.7,1593
Les Grands Chais de France Château Londre Bordeaux,Bordeaux,France,2.6,19
BK Wines Skin n' Bones Pinot Noir,Lenswood,Australia,3.7,416
Planeta Dorilli Cerasuolo di Vittoria Classico,Cerasuolo di Vittoria,Italy,3.8,1448
Viña Aquitania Lazuli Cabernet Sauvignon,Maipo Valley,Chile,4.1,2675
Jeannot Vieilles Vignes Santenay,Santenay,France,3.7,185
Schild Estate Shiraz Reserve Single Vineyard Ben Schild,Barossa Valley,Australia,4.1,1040
Quinta do Portal Douro Reserva Red,Douro,Portugal,3.9,4395
Plantagenet Hazard Hill Shiraz,Western Australia,Australia,3.6,904
Joel Gott Oregon Pinot Noir,Willamette Valley,United States,3.9,2142
Twinwoods Estate Cabernet - Merlot,Western Australia,Australia,3.3,77
New Zealand Pinot Noir Marlborough,Marlborough,New Zealand,3.5,26
missed,missed,missed,0.0,0
Miguel Torres Chile Cordillera Vigno Old Vines Carignan,Maule Valley,Chile,3.9,3192
Penny's Hill Estate Single Vineyard Skeleton Key Shiraz,McLaren Vale,Australia,4.1,187
Mettler Family Vineyards Cabernet Sauvignon,Lodi,United States,4.0,2854
Theresa Eccher ER Etna Rosso,Etna,Italy,3.8,129
Château Sainte-Eulalie Secret de L’Enfer Pinot Noir,Vin de France,France,3.8,15
Baron Edmond de Rothschild Les Lauriers Montagne Saint-Émilion,Montagne-Saint-Émilion,France,3.8,1242
Catena Alta Malbec,Mendoza,Argentina,4.2,23636
Château Lilian Ladouys Saint-Estèphe,Saint-Estèphe,France,3.8,10947
Villa Maria Reserve Syrah,Hawke's Bay,New Zealand,4.0,132
Cloudsley Cellars Glen Elgin Vineyard Pinot Noir,Twenty Mile Bench,Canada,3.6,12
BK Wines Autumn Equinox Syrah,Mount Barker,Australia,3.8,16
Dr. Konstantin Frank Old Vines Pinot Noir,Finger Lakes,United States,3.7,550
Alpha Box & Dice Tarot,McLaren Vale,Australia,3.6,1594
Bibich R6 Riserva,Dalmatian Coast,Croatia,3.7,973
Oshin Reserve Areni,Vayots Dzor,Armenia,4.4,13
Cape Five Reserve Cape Premiere Red,Coastal Region,South Africa,4.2,96
missed,missed,missed,0.0,0
Filipa Pato Território Vivo Baga,Bairrada,Portugal,3.8,614
Jacopo Biondi-Santi Sassoalloro,Toscana,Italy,3.9,19917
Fitapreta A Touriga Vai Nua (Unoaked),Alentejo,Portugal,3.8,1462
Tenuta di Artimino Grumarello Carmignano Riserva,Carmignano,Italy,4.1,364
San Martin Red,California,United States,3.7,11
Clos Les Lunelles Côtes de Castillon,Castillon - Côtes de Bordeaux,France,3.8,994
Stratus Red,Niagara-on-the-Lake,Canada,4.0,797
Stratus Cabernet Franc,Niagara-on-the-Lake,Canada,3.9,459
Mettler Family Vineyards Cabernet Sauvignon,Lodi,United States,4.0,2854
Clot de l'Oum Le Clot,Côtes du Roussillon Villages,France,3.7,48
Alta Alella Merla,Alella,Spain,3.8,566
Matthias Gaul Asselheim Pinot Noir,Pfalz,Germany,4.0,88
Château Thuerry Les Abeillons Rouge,Coteaux Varois en Provence,France,3.8,125
Luberri Monje Amestoy de Luberri Reserva,Rioja,Spain,3.8,493
Le Verzure Rossobruno,Toscana,Italy,4.0,48
Telmo Rodriguez Lanzaga Rioja,Rioja,Spain,3.8,2915
Tenuta del Buonamico Cercatoja,Toscana,Italy,4.0,1458
Renner Rennersistas Waiting For Tom Red,Burgenland,Austria,3.6,459
Château Magondeau Passion de Magondeau,Fronsac,France,4.0,143
Vigna Maurisi Principium Irpinia Aglianico,Campania,Italy,3.8,14
L . Tramier & Fils Château Mi-Pont Mercurey,Mercurey,France,3.6,281
Marco Felluga Russiz Superiore Cabernet Franc Collio,Collio,Italy,3.9,1413
Subject to Change Solid + Sensible,Mendocino County,United States,3.8,85
Citation Pinot Noir,Oregon,United States,4.0,309
Cascina Castlet Passum Barbera d'Asti Superiore,Barbera d'Asti,Italy,4.1,1127
Villa Annaberta Amarone della Valpolicella,Amarone della Valpolicella,Italy,4.0,7504
Isole e Olena Chianti Classico,Chianti Classico,Italy,3.9,11726
Enrico Serafino Picotener Langhe Nebbiolo,Langhe,Italy,3.9,126
Finca Nueva Gran Reserva,Rioja,Spain,4.1,437
Vegalfaro Pago de los Balagueses Garnacha Tintorera,Valencia,Spain,3.7,468
Château Bel-Orme Tronquoy de Lalande Haut-Médoc,Haut-Médoc,France,3.7,2508
Domaine Michelle Philipon Vieilles Vignes Maranges,Maranges,France,3.9,45
Château Larose Perganson Haut-Médoc,Haut-Médoc,France,3.9,3627
Pegos Claros Grande Escolha Tinto,Palmela,Portugal,4.2,982
Rocca Felice Barolo,Piemonte,Italy,3.8,697
Tobelos Tahon de Tobelos Reserva,Rioja,Spain,4.1,1161
Netofa Tinto,Galilee,Israel,3.7,10
Sasso di Sole Orcia Rosso,Orcia,Italy,3.6,563
Selekcija Petric Marinovica Ivan Dolac,Dalmatian Coast,Croatia,4.5,18
Forti del Vento Ventipasvi,Piemonte,Italy,3.7,49
Domaine du Chêne Saint-Joseph Rouge,Saint-Joseph,France,3.9,803
Citation Centerstone Pinot Noir,Willamette Valley,United States,3.6,72
Cortes de Cima Amphora,Alentejano,Portugal,4.0,440
Cavas Experience Bonarda Gran Reserva,Mendoza,Argentina,3.9,212
Manousakis Nostos Blend,Crete,Greece,4.0,1095
Domaine des Grands Vins de France Bourgogne Hautes-Cotes de Nuits,Bourgogne Hautes-Côtes de Nuits,France,2.9,18
Château La Coste Les Pentes Douces Rouge,Provence,France,3.8,1231
L'Arco Principe del Sole Chianti Riserva,Chianti,Italy,3.9,165
Duca Matteo Primo Rosso del Molise Riserva,Molise,Italy,3.4,45
Le Potazzine Parus,Toscana,Italy,3.6,445
missed,missed,missed,0.0,0
Bodegas Palacio El Secreto Ribera del Duero,Ribera del Duero,Spain,3.8,881
missed,missed,missed,0.0,0
Martin Berdugo Reserva,Ribera del Duero,Spain,3.7,92
Montresor Amarone della Valpolicella,Amarone della Valpolicella,Italy,4.2,7774
Antinori Tenuta Tignanello 'Marchese Antinori' Chianti Classico Riserva,Chianti Classico,Italy,4.1,32716
Louis Latour Bourgogne Pinot Noir,Bourgogne,France,3.6,14080
PAITIN Bonina Langhe Freisa,Langhe,Italy,3.9,18
Château la Grolet Tête de Cuvée Côtes de Bourg,Côtes de Bourg,France,3.5,789
Château Peybonhomme Quintessence de Peybonhomme Côtes de Blaye,Blaye - Côtes de Bordeaux,France,3.8,261
Ciù Ciù Marche Oppîdum Rosso,Marche,Italy,4.0,1170
Jacques Tissot Grande Reserve Poulsard Arbois,Arbois,France,3.4,55
Le Macchiole Bolgheri Rosso,Bolgheri,Italy,4.0,12419
Bouchard Père & Fils Bourgogne Hautes-Côtes de Beaune,Bourgogne Hautes-Côtes de Beaune,France,3.7,7885
Zorzal Eggo (Tinto de Tiza),Tupungato,Argentina,3.9,4297
M. Chapoutier Saint-Joseph Deschants,Saint-Joseph,France,3.7,2827
Domaine Labruyère Cœur de Terroirs Vieilles Vignes Moulin-à-Vent,Moulin-à-Vent,France,3.7,496
Château La Bastide RougePeyre Réserve Rouge,Vin de France,France,0.0,0
Tenuta San Guido Le Difese,Toscana,Italy,3.8,29761
Decoy Cabernet Sauvignon,California,United States,3.9,44831
Cooper Mountain Pinot Noir,Willamette Valley,United States,3.8,824
Elk Cove Estate Pinot Noir,Willamette Valley,United States,4.0,6253
Baron Edmond de Rothschild Barons Edmond Benjamin de Rothschild Haut-Médoc,Haut-Médoc,France,3.8,1329
Black Cellar Shiraz - Cabernet,British Columbia,Canada,3.5,230
São João Quinta do Poço do Lobo Cabernet Sauvignon,Beiras,Portugal,4.1,693
Château Larkan Tournée de France Bordeaux,Bordeaux,France,3.1,38
San Felice Bell'Aja Bolgheri Superiore,Bolgheri Superiore,Italy,4.2,19
Alfredo Arribas Gotes del Priorat,Priorat,Spain,3.7,2577
Quinta da Foz Reserva,Douro,Portugal,4.1,129
Easkoot Foggy Bottom Willow Camp Cabernet Franc,California,United States,0.0,0
Ponzi Pinot Noir Tavola,Willamette Valley,United States,3.9,3506
Quinta Nova de Nossa Senhora do Carmo Reserva Terroir Blend,Douro,Portugal,4.1,2733
Jamsheed Harem Ma Petite Francine,Yarra Valley,Australia,3.7,204
Jamsheed Harem La Syrah,Yarra Valley,Australia,3.8,353
Jamsheed Harem Pepé Le Pinot,Yarra Valley,Australia,3.8,271
Vignalt Colli Euganei Riserva Rioja,Rioja,Spain,0.0,0
Sawmill Creek Dry Red,British Columbia,Canada,3.3,57
Quinta da Foz Reserva,Douro,Portugal,4.1,129
Clot de l'Oum Le Clot,Côtes du Roussillon Villages,France,3.7,48
Saraceni Libero Chianti Riserva di Famiglia,Chianti,Italy,3.7,30
Marcelo Miras Cabernet Franc,Patagonia,Argentina,3.9,297
Marcelo Miras Pinot Noir,Patagonia,Argentina,3.8,711
Marcelo Miras Malbec,Patagonia,Argentina,3.8,142
Ampeleia Kepos,Costa Toscana,Italy,3.7,1728
Santos da Casa Reserva Douro Tinto,Douro,Portugal,3.9,634
Pittnauer Pittnauski,Burgenland,Austria,3.9,102
Abejorro Gran Bombus Malbec,Mendoza,Argentina,4.1,218
Nada Fiorenzo Langhe Nebbiolo,Langhe,Italy,3.7,759
Château Bardoulet Saint-Émilion Grand Cru,Saint-Émilion Grand Cru,France,3.7,2162
Riglos Gran Cabernet Sauvignon,Tupungato,Argentina,3.9,2435
Brash Higgins NYMPH,McLaren Vale,Australia,3.6,72
Brash Higgins MATO Lennon Vineyard Mataro,McLaren Vale,Australia,4.3,12
Feudo Solarìa Sullerìa Rosso,Sicilia,Italy,3.5,13
Heinrich St. Laurent,Burgenland,Austria,3.8,639
Domaine Palon Gigondas,Gigondas,France,4.0,753
Domaine Modat Comme Avant Côtes du Roussillon Villages,Côtes du Roussillon Villages,France,3.9,778
Abadessa Alentejo Reserva Red,Alentejo,Portugal,3.2,17
Cottage Garden Chardonnay,South Eastern Australia,Australia,3.3,444
Legón Ribera del Duero Premium,Ribera del Duero,Spain,4.0,3118
Château Cormeil-Figeac Saint-Émilion Grand Cru,Saint-Émilion Grand Cru,France,4.0,2699
La Suffrene Bandol Rosé,Bandol,France,3.8,2988
Plantagenet Omrah Cabernet Sauvignon,Western Australia,Australia,3.5,15
Brights Maria Christina Rouge,Ontario,Canada,3.2,163
Farina Le Pezze Amarone della Valpolicella Classico,Amarone della Valpolicella Classico,Italy,4.0,343
Decoy Sonoma County Zinfandel,Sonoma County,United States,3.9,7348
Sterling Vineyards Merlot,Napa Valley,United States,3.8,4019
Il Conte Villa Prandone Marche Zipolo,Marche,Italy,4.1,234
Mouchão Ponte Das Canas,Alentejo,Portugal,3.9,3392
Sunrock Vineyards Illumina,Okanagan Valley,Canada,4.1,54
Nuiton-Beaunoy Bourgogne Hautes-Côtes de Beaune,Bourgogne Hautes-Côtes de Beaune,France,3.6,1600
Lavau Gigondas,Gigondas,France,4.0,1669
Dion Chehalem Mountains Oregon Pinot Noir,Oregon,United States,4.0,47
Château Altimar Lalande de Pomerol,Lalande-de-Pomerol,France,3.9,832
Ernie Els Proprietor's Blend,Stellenbosch,South Africa,4.1,2451
Domaine Labruyère Cœur de Terroirs Vieilles Vignes Moulin-à-Vent,Moulin-à-Vent,France,3.7,496
Eugenio Bocchino Roccabella Langhe Nebbiolo,Langhe,Italy,3.9,792
Château Clement-Pichon Haut-Médoc,Haut-Médoc,France,3.8,3527
Alfredo Arribas 4 Gotes Priorat,Priorat,Spain,3.5,182
Castillo de Mendoza Tinto Autor Ecológico,Rioja,Spain,4.1,163
Domaine des Homs Gravières de Sancastel,Minervois,France,3.9,139
Domaine d'Or Red,British Columbia,Canada,2.6,19
Carlos Magalhães Unipessoal Ribeira das Canadas Red,Douro,Portugal,2.8,132
Gallo Family Vineyards Red Moscato,California,United States,3.5,218
Alessandro di Camporeale Kaid Syrah,Sicilia,Italy,4.0,2098
Alfredo Arribas Gotes del Montsant,Montsant,Spain,3.6,569
Castello Il Palagio Chianti Classico Riserva,Chianti Classico,Italy,4.0,96
Domaine Frédéric Geschickt 6 Pieds Sur Terre,Alsace,France,3.8,97
Poderi Rosso Giovanni Cascina Perno Barbera d'Asti Superiore,Barbera d'Asti,Italy,4.0,674
Dreissigacker Spätburgunder,Rheinhessen,Germany,3.7,213
Aneri Ale Pinot Nero Alto Adige,Südtirol - Alto Adige,Italy,3.6,641
Quinta Nova de Nossa Senhora do Carmo Reserva Terroir Blend,Douro,Portugal,4.1,2733
Palivou Estate Terra Leone Ammos Reserve,Nemea,Greece,3.8,291
missed,missed,missed,0.0,0
PradoRey Single Vineyard Finca La Mina Reserva,Ribera del Duero,Spain,4.1,1168
Nico Lazaridi Cavalieri Red,Drama,Greece,3.9,328
Taybeh Nadim Syrah,Bethlehem,"Palestinian Territory, Occupied",3.6,55
missed,missed,missed,0.0,0
Κτημα Τσελεπου (Ktima Tselepos) Driopi Reserve,Nemea,Greece,3.9,874
Dowie Doole Spitting Spider Shiraz,South Australia,Australia,3.8,67
The Co Operative South African Cabernet Sauvignon,Western Cape,South Africa,3.2,49
Aphros Phaunus - Vinhão,Vinho Verde,Portugal,3.6,18
Herdade do Menir Couteiro-Mor Grande Escolha,Alentejano,Portugal,3.6,70
Baron Philippe de Rothschild Bordeaux Rouge,Bordeaux,France,3.3,9845
Château Fourcas Hosten Blanc De Bordeaux,Bordeaux,France,3.9,29
Bodega El Porvenir de Cafayate Laborum de Parcela Finca Alto Los Cuises Malbec,Cafayate Valley,Argentina,4.1,171
Domaine Brunely Gigondas,Gigondas,France,3.8,226
Tawse Quarry Road Vineyard Pinot Noir,Ontario,Canada,3.7,141
Cesari Amarone della Valpolicella Classico,Amarone della Valpolicella Classico,Italy,4.2,15625
Castello di Ama Chianti Classico,Chianti Classico,Italy,3.9,11316
Bonpas Bonus Passus Châteauneuf-du-Pape,Châteauneuf-du-Pape,France,4.1,819
E. Guigal Crozes-Hermitage Rouge,Crozes-Hermitage,France,3.7,13582
Nine Hats Red,Columbia Valley,United States,3.7,1096
J. Bookwalter Readers Cabernet Sauvignon,Columbia Valley,United States,3.8,444
Psagot Cabernet Sauvignon,West Bank,"Palestinian Territory, Occupied",3.9,887
Psagot Merlot,West Bank,"Palestinian Territory, Occupied",4.0,501
Château Grand Pierre Bordeaux,South West France,France,3.6,14
Les Grands Chais de France Château Londre Bordeaux,Bordeaux,France,2.6,19
Les Équilibristes Les Sept Vaillants,Pézenas,France,4.0,25
Les Équilibristes Le Joufflu,Anjou,France,3.9,84
Domaine Boucabeille Monte Nero Côtes du Roussillon Villages,Côtes du Roussillon Villages,France,4.0,844
West Cape Howe Two Steps Shiraz - Viognier,South West Australia,Australia,3.8,37
Château La Bure des Moines Cuvée Prestige Bordeaux Supérieur,Bordeaux Supérieur,France,4.0,65
Finca los Frutales Cabernet Sauvignon,Sierras de Málaga,Spain,3.9,57
Herzog Variations Four Cabernet Sauvignon,California,United States,3.9,55
COS Nero di Lupo,Terre Siciliane,Italy,3.8,3019
I Carpini Bruma d'Autunno Barbera Superiore,Colli Tortonesi,Italy,4.0,128
Domaine des Schistes Le Parcellaire Caune d'en joffre,Côtes du Roussillon Villages,France,3.9,79
Grattamacco Bolgheri Rosso,Bolgheri,Italy,3.8,7617
Tbilvino Qvevris Saperavi (ქვევრის საფერავი),Kakheti,Georgia,3.7,602
Mother Rock White,Swartland,South Africa,4.0,783
Malbec Mendoza Argentina,Mendoza,Argentina,3.3,616
Camille Braun Nature PInot Noir,Alsace,France,3.8,20
El Dorado California Zinfandel,California,United States,4.1,15
Famiglia Berta La Berta Nizza,Nizza,Italy,3.9,31
Clot de l'Oum Gavatx (gəβátʃ),Côtes du Roussillon Villages,France,3.6,15
The Prisoner Red Blend,Napa Valley,United States,4.4,88573
Vultur Circus Malbec,Cachapoal Valley,Chile,3.8,212
Bodega Emina Crianza,Ribera del Duero,Spain,3.7,4037
Podere Morazzano ReRosso Riserva,Montescudaio,Italy,3.7,136
Poderi Rosso Giovanni Cascina Perno Barbera d'Asti Superiore,Barbera d'Asti,Italy,4.0,674
Naked Grape (Canada) Zinfandel - Pinot Noir Unoaked,Ontario,Canada,0.0,0
Luigi Righetti Amarone della Valpolicella Classico,Amarone della Valpolicella,Italy,3.8,12549
Birchfield (US) Horse Heaven Hills Washington Cabernet Sauvignon,Horse Heaven Hills,United States,0.0,0
Wines from Hahn Estate Meritage,Central Coast,United States,3.8,2045
Château Larkan Tournée de France Bordeaux,Bordeaux,France,3.1,38
Ramirez de la Piscina Selección Reserva,Rioja,Spain,4.5,13
I Campi Campo Ciotoli Valpolicella Ripasso Superiore,Valpolicella Ripasso,Italy,3.9,653
La Massa Toscana,Toscana,Italy,3.9,7277
Flat Rock Cellars Gravity Pinot Noir,Twenty Mile Bench,Canada,3.8,194
Michel Gassier Lou Coucardié Rouge,Costières-de-Nîmes,France,3.9,700
Tawse Laundry Vineyard Cabernet Franc,Lincoln Lakeshore,Canada,4.0,417
Closson Chase Vineyard Pinot Noir,Prince Edward County,Canada,3.8,201
Louis M. Martini Premiere Napa Valley Cabernet Sauvignon,Napa Valley,United States,4.5,71
Carione Brunello di Montalcino,Brunello di Montalcino,Italy,4.0,425
Hidden Bench Pinot Noir,Beamsville Bench,Canada,3.8,832
Sue-Ann Staff The Chestnut Tree Brandied Barrel Cabernet Franc,Niagara Peninsula,Canada,4.1,13
Wolf Blass Yellow Label Shiraz,South Australia,Australia,3.3,2830
Conviction The Priest Pinot Noir,British Columbia,Canada,3.3,514
Luigi Bosca Terroir Los Miradores Malbec,Tunuyán,Argentina,4.2,5554
Castelli del Grevepesa Clemente VII Gran Selezione Chianti Classico,Chianti Classico,Italy,3.9,99
Roco Gravel Road Pinot Noir,Oregon,United States,3.9,1642
Schug Pinot Noir,Sonoma Coast,United States,3.8,2300
St. Francis Cabernet Sauvignon,Sonoma County,United States,3.9,11814
La Crema Sonoma Coast Pinot Noir,Sonoma Coast,United States,3.9,35070
Tenuta Sette Ponti Crognolo Toscana,Toscana,Italy,3.9,11891
Luce della Vite Lucente,Toscana,Italy,4.0,20035
Lan Gran Reserva Rioja,Rioja,Spain,3.9,13294
Francis Ford Coppola Winery Director's (Great Movies) King Kong Cabernet Sauvignon,California,United States,3.9,800
Dowie Doole B.F.G Grenache,McLaren Vale,Australia,4.2,26
LakeSonoma Winery Alexander Valley Cabernet Sauvignon,,,0.0,0
Quails' Gate Pinot Noir,Okanagan Valley,Canada,3.8,2013
Rolet Arbois Trousseau,Arbois,France,3.7,1178
Megalomaniac Bravado Cabernet Sauvignon,Niagara Peninsula,Canada,3.9,249
Two Hands Angels' Share Shiraz,McLaren Vale,Australia,4.1,14097
Double Canyon Horse Heaven Hills Cabernet Sauvignon,Horse Heaven Hills,United States,3.9,2233
Reif Estate Winery Reserve Cabernet Sauvignon,Niagara Peninsula,Canada,3.5,371
Kew Vineyards Heritage,Beamsville Bench,Canada,4.0,54
Viticcio Chianti Classico Riserva,Chianti Classico,Italy,3.9,2060
Yealands Single Vineyard Pinot Noir,Marlborough,New Zealand,3.5,1525
Windham Vineyards New York Cabernet Franc,New York,United States,4.4,10
Loveblock Pinot Noir,Central Otago,New Zealand,3.8,1362
Forgeron Merlot,Columbia Valley,United States,3.8,98
Sunrock Vineyards Red Meritage,Okanagan Valley,Canada,4.2,25
Rocca delle Macìe Riserva Di Fizzano Chianti Classico Gran Selezione,Chianti Classico,Italy,4.0,2234
Maison Denuziere Saint-Joseph,Saint-Joseph,France,3.8,124
Naked Grape (Canada) Malbec Unoaked,Ontario,Canada,3.2,309
Muscedere Ontario Reserve Pinot Noir,Ontario,Canada,3.7,15
Vietti Perbacco Nebbiolo,Langhe,Italy,3.9,16295
Kendall-Jackson Vintner's Reserve Pinot Noir,California,United States,3.7,8877
Montes Alpha Cabernet Sauvignon,Colchagua Valley,Chile,3.8,40332
Château Cambon La Pelouse Haut-Médoc,Haut-Médoc,France,3.8,8767
Undurraga Trama Pinot Noir,San Antonio Valley,Chile,4.0,375
Pelee Island Winery Merlot Semi-Sweet,Ontario,Canada,3.6,366
Nk'Mip Cellars (Inkameep) Qwam Qwmt Pinot Noir,Okanagan Valley,Canada,4.0,340
Monterey King Ranch Cabernet Sauvignon,Monterey County,United States,3.4,29
Wente Vineyards Riva Ranch Pinot Noir (Reliz Creek),Arroyo Seco,United States,3.9,2345
Channing Daughters Rosso Fresco,North Fork of Long Island,United States,3.6,121
Ulithorne Specialis,McLaren Vale,Australia,3.6,65
Saraceni Libero Chianti,Chianti,Italy,4.0,275
Château Alcée Castillon - Côtes de Bordeaux,Castillon - Côtes de Bordeaux,France,3.7,92
Clai Baracija Refošk,Istra,Croatia,3.7,129
Tsantali Rapsani Grande Reserve,Rapsani,Greece,3.9,943
Locations I (Italy),Vino d'Italia,Italy,3.7,3143
Alcance Gran Reserva Carmenère,Maule Valley,Chile,3.8,378
Finca Los Noruegos La Curénima Tinto Crianza,Andalucía,Spain,4.2,32
missed,missed,missed,0.0,0
Scala Dei La Creueta d'Scala Dei Garnatxa Sol de Licorella Priorat,Priorat,Spain,3.7,1020
Folk Machine Pinot Noir,Central Coast,United States,3.7,831
Casa Marin Litoral Vineyard Pinot Noir,San Antonio Valley,Chile,3.8,986
Casa Marin Litoral Vineyard Syrah,San Antonio Valley,Chile,3.5,189
Celli Bron & Rusèval Sangiovese - Cabernet,Forlì,Italy,3.7,407
Quinta da Lixa Anjos de Portugal Branco,Vinho Verde,Portugal,3.7,1661
Cosimo Maria Masini Nicole,Toscana,Italy,3.7,127
Resalte Origen de Resalte,Ribera del Duero,Spain,4.1,907
Domaine de l'R Les Cinq Elements,Chinon,France,3.7,280
PAITIN Barbera d'Alba Serra,Barbera d'Alba,Italy,3.7,901
Romana Vini Página Pinot Noir,Lisboa,Portugal,3.8,132
Romana Vini Página Touriga Nacional,Óbidos,Portugal,4.3,35
Skouras Fleva,Peloponnesos,Greece,4.2,1201
Barkan Winemakers' Choice Special Reserve Merlot,Upper Galilee,Israel,3.7,208
Nature of South Africa Premium Collection Cabernet Sauvignon,Cape Town,South Africa,2.9,92
B Side Pinot Noir,North Coast,United States,3.8,583
Ernst Ludwig Pinot Noir Dry,Rheinhessen,Germany,3.1,391
Schnaitmann Lemberger Dry,Württemberg,Germany,3.6,72
Boundary Breaks Cabernet Franc,Finger Lakes,United States,3.9,114
Millton La Côte Pinot Noir,Gisborne,New Zealand,3.7,297
Les Halos de Jupiter Vacqueyras Rouge,Vacqueyras,France,3.8,492
Domaine Michelas St Jemms La Chasselière Crozes-Hermitage,Crozes-Hermitage,France,3.9,889
Laurent Perrachon Morgon 'Corcelette',Morgon,France,3.6,819
Bodegas Urbina Selección,Rioja,Spain,4.1,571
Montalbera Laccento Ruché di Castagnole Monferrato,Ruchè,Italy,3.9,8335
missed,missed,missed,0.0,0
missed,missed,missed,0.0,0
Mollydooker The Maitre d'Cabernet Sauvignon,McLaren Vale,Australia,4.1,4033
Larry Cherubino The Yard Riversdale Vineyard Cabernet Sauvignon,Frankland River,Australia,3.9,179
Easton Estate Zinfandel,California Shenandoah Valley,United States,4.1,147
Ca La Bionda Malavoglia Valpolicella Ripasso Classico Superiore,Valpolicella Ripasso Classico,Italy,4.0,2177
Auntsfield Single Vineyard Pinot Noir,Marlborough,New Zealand,3.9,862
Château Vieux Manoir Bordeaux,Bordeaux,France,3.5,3695
Campi Valerio Opalia Tintilia del Molise,Tintilia del Molise,Italy,3.9,846
Kthma Nemeion Hgemon Sovereign Grande Réserve Nemea Dry Red,Continental Greece,Greece,4.0,235
Fonterenza PettiRosso,Toscana,Italy,3.6,498
Domaine Monrozier Chateau des Moriers Vieilles Vignes Moulin-à-Vent,Moulin-à-Vent,France,3.8,88
Filippo Grasso Ripiddu Etna Rosso,Etna,Italy,3.7,720
Mileştii Mici Negru de Purcari,Moldova,Moldova,4.1,161
Morais Rocha Grande Reserve Tinto,Alentejano,Portugal,4.5,11
Girard Artistry Red Wine,Napa Valley,United States,4.1,2823
Podere San Giacomo Rosso di Montalcino,Rosso di Montalcino,Italy,3.8,140
Cantin Arte Ode Montepulciano d'Abruzzo,Montepulciano d'Abruzzo,Italy,3.9,168
Tamaral Crianza,Ribera del Duero,Spain,3.8,3778
Casa Montes Alzamora Syrah,San Juan,Argentina,3.7,148
Trabun Syrah,Cachapoal Valley,Chile,3.8,840
Grawü Grasselli & Würth Lato Scuro,Mitterberg,Italy,4.0,32
Socalco Douro Portugal,Douro,Portugal,3.7,17
Bocchino L'Aurelio Nebbiolo d'Alba,Nebbiolo d'Alba,Italy,3.4,76
Bodega Tandem Mácula,Navarra,Spain,3.8,876
missed,missed,missed,0.0,0
Kenwood Jack London Vineyard Cabernet Sauvignon,Sonoma Mountain,United States,3.9,4701
Kir Yianni Ramnista Single Block 5 Siniatsi,Naoussa,Greece,3.9,15
Schiopetto Blanc des Rosis,Venezia Giulia,Italy,3.7,989
Zuccardi Malbec Concreto,Mendoza,Argentina,4.0,4850
Tenute Ferrarini Ca' del Lupo Lambrusco,Emilia-Romagna,Italy,3.4,179
Château Marcadis Lalande-de-Pomerol,Lalande-de-Pomerol,France,3.7,3065
Mettler Family Vineyards Copacetic,California,United States,4.2,25
Smallfry Jellyfish Grenache,Barossa,Australia,4.0,27
Smallfry Stella Luna,Barossa,Australia,3.6,158
Smallfry Eclectik Violet Grenache - Cinsault,Eden Valley,Australia,3.8,52
Logodaj Winery Essencia Red Semi Dry,Thrace,Bulgaria,3.5,21
missed,missed,missed,0.0,0
São João Quinta do Poço do Lobo Reserva,Bairrada,Portugal,4.0,1250
Pacheca Tony Carreira Reserva,Douro,Portugal,4.0,94
Loveblock Pinot Noir,Central Otago,New Zealand,3.8,1362
Grand Nicolet Les Esqueyrons Rasteau,Rasteau,France,3.9,231
Valle dell'Acate Rusciano,Terre Siciliane,Italy,3.5,86
Château Mayne-Vieil Cuvée Alienor Fronsac,Fronsac,France,3.7,464
Artesa Pinot Noir,Los Carneros,United States,3.9,2928
Rodney Strong Estate Cabernet Sauvignon,Alexander Valley,United States,3.8,7089
St. Francis Merlot,Sonoma Valley,United States,3.8,3956
Pasquale Pelissero Cascina Crosa Barbaresco,Barbaresco,Italy,3.7,324
Fontanafredda Barbaresco,Barbaresco,Italy,3.8,2368
Masi Angelorum Recioto della Valpolicella Classico,Recioto della Valpolicella,Italy,3.8,2506
Valdivieso Éclat Vigno (Vignadores de Carignan) Carignan,Maule Valley,Chile,3.8,124
